;;; ONCOPROD RS ;; ONCOPROD PE ;;ONCOPROD SP;;;;;;;;ONCOPROD DF;;;;;;; ONCOPROD ES  ;;
Cï¿½D;CLASSIFICAï¿½ï¿½O FISCAL;ORIGEM;  ICMS 17% ;  ICMS 18% ;  ICMS 17% ;  ICMS 18% ; ICMS 12%; ICMS 17%;CLIENTES GO; ICMS 17,5%; ICMS 18%; CLIENTES SP; CLIENTES SPI; ICMS 20% ; ICMS 12%;   ICMS 17% ;   CLIENTES DF ;   ICMS 17,5% ;   ICMS 18% ;  CLIENTES SPI ; ICMS 20% ; ICMS 12%;ICMS 17%;ICMS 18%
506;CONVÊNIO 118;NACIONAL;118,61;118,61;118,61;118,61;0;118,61;118,61;118,61;118,61;0;0;118,61;0;118,61;118,61;118,61;118,61;118,61;118,61;0;118,61;118,61
507;CONVÊNIO 118;NACIONAL;433,3;433,3;433,3;433,3;0;433,3;433,3;433,3;433,3;0;0;433,3;0;433,3;433,3;433,3;433,3;433,3;433,3;0;433,3;433,3
508;TRIBUTADO;IMPORTADO;275,23;275,23;0;278,59;0;275,23;0;276,9;278,59;0;0;285,55;0;275,23;275,23;0;278,59;278,59;0;0;275,23;0
513;CONVÊNIO 118;NACIONAL;12905,89;12905,89;12905,89;12905,89;0;12905,89;14406,57;12905,89;12905,89;0;0;12905,89;0;0;12905,89;0;12905,89;12905,89;0;0;12905,89;12905,89
514;CONVÊNIO 118;NACIONAL;6452,93;6452,93;6452,93;6452,93;0;6452,93;7203,26;6452,93;6452,93;0;0;6452,93;0;0;6452,93;0;6452,93;6452,93;0;0;6452,93;6452,93
515;TRIBUTADO;IMPORTADO;48,73;48,73;0;45,39;0;48,71;0;49,04;49,36;0;0;50,7;0;50,22;42,45;0;50,84;50,84;0;0;48,71;0
519;CONVÊNIO 118;NACIONAL;199,73;199,73;199,73;199,73;0;199,73;222,95;199,73;199,73;0;0;199,73;0;0;199,73;0;199,73;199,73;0;0;199,73;199,73
522;TRIBUTADO;IMPORTADO;428,38;428,38;0;439,61;0;429,21;0;431,95;433,87;0;0;446,16;0;405,74;381,32;0;411,01;411,01;0;0;454,22;0
523;TRIBUTADO;NACIONAL;817,04;817,04;0;766,09;0;818,53;0;823,74;829,02;0;0;850,84;0;845,17;712,82;0;857,41;857,41;0;0;817,04;0
527;TRIBUTADO;IMPORTADO;151,5;151,5;0;139,75;0;151,5;0;152,54;153,6;0;0;158;0;158,39;131,66;0;160,91;160,91;0;0;151,5;0
528;TRIBUTADO;IMPORTADO;293,53;293,53;0;297,11;0;293,53;0;295,31;297,11;0;0;304,54;0;293,53;293,53;0;297,11;297,11;0;0;293,53;0
529;TRIBUTADO;IMPORTADO;532,47;532,47;0;538,96;0;532,47;0;535,7;538,96;0;0;552,44;0;532,47;532,47;0;538,96;538,96;0;0;532,47;0
534;TRIBUTADO (ISENTO EM DF);NACIONAL;1463,74;1482,5;0;1499,14;0;0;0;0;0;0;0;0;0;1386,53;1042,48;1395,57;1404,55;1404,55;1442,03;0;1551,87;0
535;TRIBUTADO (ISENTO EM DF);NACIONAL;2195,64;2223,79;0;2248,76;0;0;0;0;0;0;0;0;0;2079,82;1563,736;2093,38;2106,85;2106,85;2163,08;0;2327,84;0
536;TRIBUTADO (ISENTO EM DF);NACIONAL;2927,52;2965,05;0;2998,35;0;0;0;0;0;0;0;0;0;2773,1;2084,98;2791,17;2809,14;2809,14;2884,11;0;3103,78;0
541;TRIBUTADO;IMPORTADO;533,15;533,15;0;498,99;0;533,14;0;536,54;539,98;0;0;554,19;0;545,65;465,15;0;552,3;552,3;0;0;533,15;0
553;CONVÊNIO 118;NACIONAL;321,39;321,39;321,39;321,39;0;321,39;343,06;321,39;321,39;0;0;321,39;0;0;321,39;0;321,39;321,39;0;0;321,39;321,39
554;CONVÊNIO 118;NACIONAL;64,58;64,58;64,58;64,58;0;64,58;68,94;64,58;64,58;0;0;64,58;0;0;64,58;0;64,58;64,58;0;0;64,58;64,58
560;TRIBUTADO;NACIONAL;1121,92;1121,92;0;1135,6;0;0;0;0;0;0;0;0;0;1121,92;1121,92;1128,72;1135,6;1135,6;1163,99;0;1121,92;0
561;TRIBUTADO;NACIONAL;560,95;560,95;0;567,79;0;560,95;0;564,35;567,79;0;0;581,99;0;560,95;560,95;0;567,79;567,79;0;0;560,95;0
563;TRIBUTADO;NACIONAL;494,57;494,57;0;499,74;0;0;0;0;0;0;0;0;0;471,14;441,32;474,33;496,38;496,38;491,04;0;522,2;0
565;TRIBUTADO;NACIONAL;1531,35;1531,35;0;1561,23;0;0;0;0;0;0;0;0;0;1451,09;1361,61;1460,8;1470,45;1470,45;1510,77;0;1602,28;0
566;TRIBUTADO;NACIONAL;1725,08;2226,36;0;2226,36;0;0;0;0;0;0;0;0;0;1725,08;2199,54;2212,88;2226,36;2226,36;2282,03;0;2199,54;0
569;ISENTO;IMPORTADO;907,35;907,35;907,35;907,35;0;907,35;0;907,35;907,35;0;0;907,35;0;0;907,35;0;907,35;907,35;0;0;907,35;907,35
572;TRIBUTADO (ISENTO EM DF);NACIONAL;297,06;300,91;0;303,55;0;0;0;0;0;0;0;0;0;281,44;211,43;283,29;285,14;285,14;292,85;0;314,85;0
585;TRIBUTADO;IMPORTADO;1009,6;1009,6;0;1021,91;0;1009,6;0;1015,71;1021,91;0;0;1047,46;0;1009,6;1009,6;0;1021,91;1021,91;0;0;1009,6;0
598;TRIBUTADO;IMPORTADO;755,4;764,61;0;750,63;0;643,06;0;647,21;651,41;0;0;668,78;0;666,31;560,7;0;676,1;676,1;0;0;643,07;0
602;TRIBUTADO;IMPORTADO;1858,77;1858,77;0;1881,44;0;0;0;0;0;0;0;0;0;1858,77;1858,77;1870,04;1881,44;1881,44;1928,47;0;1858,77;0
604;TRIBUTADO;IMPORTADO;372,43;372,43;0;376,98;0;372,43;0;374,69;376,98;0;0;386,4;0;372,43;372,43;0;376,98;376,98;0;0;372,43;0
633;TRIBUTADO;NACIONAL;0;0;0;14804,93;0;0;0;0;0;0;0;0;0;13676,32;0;13766,29;13857,44;13857,44;0;0;0;0
634;ISENTO (EXCETO EM DF);IMPORTADO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
652;TRIBUTADO;NACIONAL;2199,55;2199,55;0;2226,36;0;0;0;0;0;0;0;0;0;2199,55;2199,55;2212,88;2226,36;2226,36;2282,03;0;2199,55;0
667;TRIBUTADO;IMPORTADO;327,2;327,2;0;331,2;0;327,2;0;329,19;331,2;0;0;339,48;0;327,2;327,2;0;331,2;331,2;0;0;327,2;0
668;TRIBUTADO;NACIONAL;1460,19;1460,19;0;1480,73;0;0;0;0;0;0;0;0;0;1460,19;1460,19;1470,38;1480,73;1480,73;1523,6;0;1460,19;0
680;TRIBUTADO;NACIONAL;51,18;51,8;0;51,8;0;0;0;0;0;0;0;0;0;51,18;51,18;51,49;51,8;51,8;53,1;0;51,18;0
681;CONVÊNIO 118;NACIONAL;841,21;841,21;841,21;841,21;0;841,21;939,02;841,21;841,21;0;0;841,21;0;0;841,21;0;841,21;841,21;0;0;841,21;841,21
682;TRIBUTADO;NACIONAL;64,38;64,38;0;66,06;0;0;0;0;0;0;0;0;0;60,97;57,31;61,37;61,77;61,77;63,42;0;68,26;0
687;CONVÊNIO 118;NACIONAL;1604,76;1604,76;1604,76;1604,76;0;1604,76;1933,45;1604,76;1604,76;0;0;1604,76;0;0;1604,76;0;1604,76;1604,76;0;0;1604,76;1604,76
690;TRIBUTADO;IMPORTADO;960,56;960,56;0;896,96;0;0;0;0;0;0;0;0;0;995,26;837,5;1002,58;1009,88;1009,88;1040,6;0;960,55;0
692;TRIBUTADO;IMPORTADO;1016,46;1016,46;0;1028,85;0;1016,46;0;1022,62;1028,85;0;0;1054,58;0;1016,46;1016,46;0;1028,85;1028,85;0;0;1016,46;0
697;CONVÊNIO 118;NACIONAL;403,85;403,85;403,85;403,85;0;403,85;403,85;403,85;403,85;0;0;403,85;0;0;403,85;0;403,85;403,85;0;0;403,85;403,85
703;CONVÊNIO 118;IMPORTADO;1156,96;1156,96;1156,96;1156,96;0;1156,96;1347,35;1156,96;1156,96;0;0;1156,96;0;0;1156,96;0;1156,96;1156,96;0;0;1156,96;1156,96
705;TRIBUTADO;IMPORTADO;676,84;676,84;0;685,1;0;676,84;0;680,94;685,1;0;0;702,22;0;676,84;676,84;0;685,1;685,1;0;0;676,84;0
708;TRIBUTADO;NACIONAL;177,17;179,33;0;179,33;0;0;0;0;0;0;0;0;0;177,17;177,17;178,24;179,33;179,33;183,81;0;177,17;0
711;TRIBUTADO;NACIONAL;91,62;92,74;0;92,74;0;0;0;0;0;0;0;0;0;91,62;91,62;92,18;92,74;92,74;95,06;0;91,62;0
712;TRIBUTADO;NACIONAL;47,16;47,74;0;47,74;0;0;0;0;0;0;0;0;0;47,16;47,16;47,45;47,74;47,74;48,93;0;47,16;0
713;TRIBUTADO;NACIONAL;152,94;154,8;0;154,8;0;0;0;0;0;0;0;0;0;152,94;152,94;153,86;154,8;154,8;158,67;0;152,94;0
715;TRIBUTADO;NACIONAL;128,74;130,31;0;130,31;0;0;0;0;0;0;0;0;0;128,74;128,74;129,52;130,31;130,31;133,56;0;128,74;0
716;TRIBUTADO;NACIONAL;12,19;12,36;0;12,4;0;0;0;0;0;0;0;0;0;11,56;10,84;11,63;11,71;11,71;12,04;0;12,93;0
718;TRIBUTADO;NACIONAL;55,23;55,9;0;55,9;0;0;0;0;0;0;0;0;0;55,23;55,23;55,56;55,9;55,9;57,3;0;55,23;0
719;TRIBUTADO;NACIONAL;236,4;239,28;0;239,28;0;0;0;0;0;0;0;0;0;236,4;236,4;237,83;239,28;239,28;245,26;0;236,4;0
720;TRIBUTADO;NACIONAL;131,49;133,09;0;133,09;0;0;0;0;0;0;0;0;0;131,49;131,49;132,29;133,09;133,09;136,43;0;131,49;0
721;TRIBUTADO;NACIONAL;111,87;113,23;0;113,23;0;0;0;0;0;0;0;0;0;111,87;111,87;112,54;113,23;113,23;116,06;0;111,87;0
722;TRIBUTADO;NACIONAL;38,48;38,95;0;38,95;0;0;0;0;0;0;0;0;0;38,48;38,48;38,72;38,95;38,95;39,93;0;38,48;0
723;TRIBUTADO;NACIONAL;41,09;41,59;0;41,59;0;0;0;0;0;0;0;0;0;41,09;41,09;41,34;41,59;41,59;42,63;0;41,09;0
725;TRIBUTADO;NACIONAL;29,89;29,89;0;30,26;0;0;0;0;0;0;0;0;0;29,89;29,89;30,07;30,26;30,26;31,01;0;29,89;0
726;TRIBUTADO;NACIONAL;171,43;173,52;0;173,52;0;0;0;0;0;0;0;0;0;171,43;171,43;172,47;173,52;173,52;177,86;0;171,43;0
729;TRIBUTADO;NACIONAL;37,61;37,61;0;38,07;0;0;0;0;0;0;0;0;0;37,61;37,61;38,07;38,07;38,07;39,02;43,2717076;37,61;0
731;TRIBUTADO;NACIONAL;183,53;185,89;0;186,12;0;0;0;0;0;0;0;0;0;175,32;164,76;176,45;177,6;177,6;182,33;0;183,53;0
732;TRIBUTADO;NACIONAL;595,92;603,18;0;603,18;0;0;0;0;0;0;0;0;0;595,92;595,92;599,53;603,18;603,18;618,26;0;595,92;0
734;TRIBUTADO;NACIONAL;140,26;140,26;0;141,98;0;0;0;0;0;0;0;0;0;140,26;140,26;141,12;141,98;141,98;145,53;161,3804747;140,26;0
737;TRIBUTADO;NACIONAL;202,54;205,01;0;205,01;0;0;0;0;0;0;0;0;0;202,54;202,54;203,77;205,01;205,01;210,14;0;202,54;0
738;TRIBUTADO;NACIONAL;224,85;227,85;0;227,76;0;0;0;0;0;0;0;0;0;214,18;200,79;215,61;217,06;217,06;223,1;0;237,42;0
741;TRIBUTADO;NACIONAL;51,55;51,55;0;52,18;0;0;0;0;0;0;0;0;0;51,55;51,55;51,87;52,18;52,18;53,49;0;51,55;0
742;CONVÊNIO 118;NACIONAL;56,82;56,82;56,82;56,82;0;56,82;57,62;56,82;56,82;0;0;56,82;0;0;56,82;0;56,82;56,82;0;0;56,82;56,82
758;TRIBUTADO;IMPORTADO;92,02;92,02;0;86,11;0;92,02;0;92,6;93,2;0;0;95,65;0;93,17;80,28;0;94,3;94,3;0;0;92,02;0
759;TRIBUTADO;IMPORTADO;92,02;92,02;0;86,11;0;95,18;0;92,59;93,2;0;0;95,64;0;95,18;80,28;0;96,56;96,56;0;0;92,02;0
761;TRIBUTADO;IMPORTADO;0;0;0;0;0;95,67;0;96,89;96,89;0;0;99,45;0;96,87;83,47;0;98,05;98,05;0;0;95,67;0
763;TRIBUTADO;IMPORTADO;0;0;0;0;0;95,67;0;96,89;96,89;0;0;99,45;0;96,87;83,47;0;98,05;98,05;0;0;95,67;0
768;TRIBUTADO;NACIONAL;8,8;8,8;0;8,9;0;0;0;0;0;0;0;0;0;8,8;8,8;8,85;8,9;8,9;9,13;0;8,8;0
775;TRIBUTADO;NACIONAL;182,46;184,69;0;184,69;0;0;0;0;0;0;0;0;0;182,46;182,46;183,57;184,69;184,69;189,3;0;182,46;0
776;TRIBUTADO;NACIONAL;137,66;137,66;0;139,34;0;0;0;0;0;0;0;0;0;137,66;137,66;138,5;139,34;139,34;142,83;0;137,66;0
779;TRIBUTADO;NACIONAL;79,44;79,44;0;80,41;0;0;0;0;0;0;0;0;0;79,44;79,44;79,92;80,41;80,41;82,42;91,39165405;79,44;0
780;TRIBUTADO;NACIONAL;42,71;43,24;0;43,24;0;0;0;0;0;0;0;0;0;42,71;42,71;42,97;43,24;43,24;44,31;40,29;42,72;0
787;TRIBUTADO;NACIONAL;259,28;262,44;0;262,44;0;0;0;0;0;0;0;0;0;259,28;259,28;260,85;262,44;262,44;269;0;259,28;0
788;TRIBUTADO;NACIONAL;96,45;97,62;0;97,62;0;0;0;0;0;0;0;0;0;96,45;96,45;97,03;97,62;97,62;100,06;0;96,45;0
791;TRIBUTADO;IMPORTADO;208,66;208,66;0;211,21;0;208,66;0;209,93;211,21;0;0;216,49;0;208,66;208,66;0;211,21;211,21;0;0;208,66;0
793;CONVÊNIO 118;NACIONAL;28,01;28,01;28,01;28,01;28,010814;28,01;29,91;28,01;28,01;0;0;28,01;0;0;28,01;0;28,01;28,01;0;28,010814;28,01;28,01
798;TRIBUTADO;IMPORTADO;47,2;47,81;0;47,64;0;46,62;0;46,92;47,23;0;0;48,49;0;44,43;41,72;0;45,01;45,01;0;0;46,84;0
799;TRIBUTADO;IMPORTADO;113,76;113,76;0;115,15;0;113,76;0;114,45;115,15;0;0;118,03;0;113,76;113,76;0;115,15;115,15;0;0;113,76;0
802;TRIBUTADO;IMPORTADO;316,32;316,32;0;303,84;0;316,91;0;318,93;320,97;0;0;329,42;0;325,98;274,94;0;328,35;328,35;0;0;315,13;0
803;CONVÊNIO 118;NACIONAL;0;0;3925,21;3925,21;0;3925,21;4381,62;3925,21;3925,21;0;0;0;0;0;0;0;3925,21;3925,21;0;0;0;3925,21
805;CONVÊNIO 118;NACIONAL;656,45;656,45;656,45;656,45;0;656,45;790,9;656,45;656,45;0;0;656,45;0;0;656,45;0;656,45;656,45;0;0;656,45;656,45
807;TRIBUTADO;NACIONAL;222,5;225,35;0;192,91;0;0;0;0;0;0;0;0;0;211,83;199,07;213,19;214,57;214,57;220,3;0;223,6;0
809;TRIBUTADO;IMPORTADO;557,72;557,72;0;564,52;0;557,72;0;561,1;564,52;0;0;578,64;0;557,72;557,72;0;564,52;564,52;0;0;557,72;0
810;TRIBUTADO;IMPORTADO;170,99;170,99;0;173,07;0;170,99;0;172,02;173,07;0;0;177,4;0;170,99;170,99;0;173,07;173,07;0;0;170,99;0
815;CONVÊNIO 118;NACIONAL;4205,96;4205,96;4205,96;4205,96;0;4205,96;4695,04;4205,96;4205,96;0;0;4205,96;0;0;4205,96;0;4205,96;4205,96;0;0;4205,96;4205,96
816;TRIBUTADO;IMPORTADO;227,73;227,73;0;230,51;0;227,73;0;229,12;230,51;0;0;236,28;0;227,73;227,73;0;230,51;230,51;0;0;227,73;0
823;TRIBUTADO;IMPORTADO;8190,33;8190,33;0;8305,54;0;8190,33;0;8247,54;8305,54;0;0;8546,01;0;8190,33;8190,33;0;8305,54;8305,54;0;0;8190,33;0
831;TRIBUTADO;IMPORTADO;0;0;0;0;0;165,13;0;166,19;167,25;0;0;171,65;0;167,2;144,07;0;169,24;169,24;0;0;165,13;0
834;TRIBUTADO;NACIONAL;10,21;10,21;0;10,44;0;0;0;0;0;0;0;0;0;9,67;9,09;9,74;9,8;9,8;10,07;0;10,83;0
837;TRIBUTADO;IMPORTADO;0;0;0;0;0;376,18;0;378,61;381,06;0;0;391,23;0;389,06;327,39;0;394,77;394,77;0;0;375,49;0
838;TRIBUTADO;IMPORTADO;0;0;0;0;0;187,28;0;188,49;189,72;0;0;194,78;0;193,7;162,99;0;196,54;196,54;0;0;186,94;0
843;CONVÊNIO 118;NACIONAL;1211,47;1211,47;1211,47;1211,47;0;1211,47;1354;1211,47;1211,47;0;0;1211,47;0;0;1211,47;0;1211,47;1211,47;0;0;1211,47;1211,47
845;TRIBUTADO;NACIONAL;240,35;240,35;0;245,61;0;0;0;0;0;0;0;0;0;227,71;213,84;229,21;230,71;230,71;236,95;0;254,82;0
846;TRIBUTADO;NACIONAL;6703,11;6703,11;0;6784,86;0;0;0;0;0;0;0;0;0;6703,11;6703,11;6743,74;6784,86;6784,86;6954,48;0;6703,11;0
849;TRIBUTADO;IMPORTADO;22769,9;22769,9;0;23047,58;0;22769,9;0;22907,9;23047,58;0;0;23623,78;0;22769,9;22769,9;0;23047,58;23047,58;0;0;22769,9;0
855;TRIBUTADO;IMPORTADO;470,63;470,63;0;477,25;0;470,63;0;473,91;477,25;0;0;491,06;0;470,63;470,63;0;477,25;477,25;0;0;470,63;0
861;TRIBUTADO;IMPORTADO;558,61;558,61;0;565,42;0;558,61;0;561,99;565,42;0;0;579,56;0;558,61;558,61;0;565,42;565,42;0;0;558,61;0
872;CONVÊNIO 118;NACIONAL;5072,56;5072,56;5072,56;5072,56;0;5072,56;5072,56;5072,56;5072,56;0;0;5072,56;0;0;5072,56;0;5072,56;5072,56;0;0;5072,56;5072,56
873;CONVÊNIO 118;NACIONAL;10145,12;10145,12;10145,12;10145,12;0;10145,12;11324,78;10145,12;10145,12;0;0;10145,12;0;0;10145,12;0;10145,12;10145,12;0;0;10145,12;10145,12
874;CONVÊNIO 118;NACIONAL;2535,49;2535,49;2535,49;2535,49;0;2535,49;2830,31;2535,49;2535,49;0;0;2535,49;0;0;2535,49;0;2535,49;2535,49;0;0;2535,49;2535,49
878;CONVÊNIO 118;IMPORTADO;149,38;149,38;149,38;149,38;0;149,38;184,08;149,38;149,38;0;0;149,38;0;0;149,38;0;149,38;149,38;0;0;149,38;149,38
879;CONVÊNIO 118;IMPORTADO;224,19;224,19;224,19;224,19;0;224,19;265,36;224,19;224,19;0;0;224,19;0;0;224,19;0;224,19;224,19;0;0;224,19;224,19
900;TRIBUTADO;NACIONAL;16727,51;16727,51;0;17397,1;0;0;0;0;0;0;0;0;0;16171,85;15353,02;16280,38;16390,38;16390,38;16845,68;0;16727,87;0
903;TRIBUTADO;NACIONAL;379,61;384,67;0;498,71;0;0;0;0;0;0;0;0;0;436,39;409,12;439,35;442,29;442,29;454,57;0;399,73;0
908;CONVÊNIO 118;IMPORTADO;4159,22;4159,22;4159,22;4159,22;0;4159,22;4818,61;4159,22;4159,22;0;0;4159,22;0;0;4159,22;0;4159,22;4159,22;0;0;4159,22;4159,22
910;ISENTO;NACIONAL;370,19;370,19;370,19;370,19;0;370,19;370,19;370,19;370,19;0;0;370,19;0;370,19;370,19;370,19;370,19;370,19;370,19;0;370,19;370,19
913;TRIBUTADO;IMPORTADO;548,41;548,41;0;555,1;0;548,41;0;551,73;555,1;0;0;568,98;0;548,41;548,41;0;555,1;555,1;0;0;548,41;0
916;TRIBUTADO;IMPORTADO;158,47;158,47;0;152,52;0;158,47;0;159,48;160,5;0;0;164,73;0;163,92;138,25;0;166,29;166,29;0;0;158,46;0
917;TRIBUTADO;IMPORTADO;92,52;92,52;0;89,04;0;92,53;0;93,11;93,71;0;0;96,17;0;95,7;80,72;0;96,88;96,88;0;0;92,52;0
923;TRIBUTADO;NACIONAL;21,36;21,36;0;20,64;0;0;0;0;0;0;0;0;0;20,23;19,02;20,37;20,5;20,5;21,04;0;22,65;0
925;TRIBUTADO;NACIONAL;95,73;95,73;0;96,9;0;0;0;0;0;0;0;0;0;95,73;95,73;96,32;96,9;96,9;99,33;0;95,73;0
927;TRIBUTADO;IMPORTADO;2275,7;2307,71;0;2307,71;0;2275,7;0;2291,59;2307,71;0;0;2374,52;0;2275,7;2275,7;0;2307,71;2307,71;0;0;2275,7;0
928;TRIBUTADO;IMPORTADO;4551,42;4615,44;0;4615,44;0;4551,42;0;4583,2;4615,44;0;0;4749,07;0;4551,42;4551,42;0;4615,44;4615,44;0;0;4551,42;0
929;TRIBUTADO;IMPORTADO;355,12;355,12;0;360,12;0;355,12;0;357,6;360,12;0;0;370,55;0;355,12;355,12;0;360,12;360,12;0;0;355,12;0
933;TRIBUTADO;NACIONAL;278,27;282,18;0;282,18;0;0;0;0;0;0;0;0;0;278,27;278,27;280,21;282,18;282,18;290,35;0;278,27;0
936;TRIBUTADO;IMPORTADO;102,2;102,2;0;103,45;0;102,2;0;102,82;103,45;0;0;106,04;0;102,2;102,2;0;103,45;103,45;0;0;102,2;0
938;TRIBUTADO;IMPORTADO;586,63;586,63;0;549,03;0;586,62;0;590,34;594,13;0;0;609,78;0;593,98;511,8;0;601,22;601,22;0;0;586,63;0
940;TRIBUTADO;NACIONAL;2336,53;2369,39;0;2369,39;0;2336,53;0;2352,85;2369,39;0;0;2437,99;0;2336,53;2336,53;0;2369,39;2369,39;0;0;2336,54;0
941;TRIBUTADO;NACIONAL;4673,52;4739,27;0;4739,27;0;4673,52;0;4706,17;4739,27;0;0;4876,48;0;4673,52;4673,52;0;4739,27;4739,27;0;0;4673,53;0
946;TRIBUTADO;IMPORTADO;228,52;231,49;0;212,98;0;228,08;0;229,55;231,04;0;0;237,2;0;235,89;198,5;0;239,36;239,36;0;0;227,66;0
947;TRIBUTADO;IMPORTADO;200,33;202,9;0;187,49;0;200,32;0;201,6;202,89;0;0;208,23;0;207,23;174,77;0;210,23;210,23;0;0;200,33;0
1050;CONVÊNIO 118;NACIONAL;192,89;192,89;192,89;192,89;0;192,89;215,58;192,89;192,89;0;0;192,89;0;0;192,89;0;192,89;192,89;0;0;192,89;192,89
1057;TRIBUTADO;IMPORTADO;2296,37;2296,37;0;2324,38;0;2296,37;0;2310,29;2324,38;0;0;2382,49;0;2296,37;2296,37;0;2324,38;2324,38;0;0;2296,37;0
1059;TRIBUTADO;NACIONAL;76,04;77,02;0;77,32;0;0;0;0;0;0;0;0;0;71,55;67,24;72,01;72,48;72,48;74,41;0;80,45;0
1062;TRIBUTADO;IMPORTADO;122,67;122,67;0;114,8;0;122,66;0;123,44;124,24;0;0;127,51;0;126,89;107,02;0;128,73;128,73;0;0;122,67;0
1063;TRIBUTADO;IMPORTADO;403,94;409,12;0;378,06;0;403,94;0;406,51;409,12;0;0;419,88;0;417,85;352,42;0;423,9;423,9;0;0;403,94;0
1067;TRIBUTADO;IMPORTADO;503,29;503,29;0;471,04;0;503,27;0;506,49;509,74;0;0;523,15;0;520,61;439,09;0;528,15;528,15;0;0;503,28;0
1068;TRIBUTADO;NACIONAL;21,44;21,44;0;21,96;0;0;0;0;0;0;0;0;0;20,31;19,09;20,45;20,58;20,58;21,13;0;22,74;0
1069;TRIBUTADO;NACIONAL;2479,69;2513,2;0;2505,64;0;0;0;0;0;0;0;0;0;2362,23;2212,72;2378,24;2394,78;2394,78;2461,99;0;2618,24;0
1070;TRIBUTADO;IMPORTADO;20,58;20,85;0;18,51;0;20,35;0;20,48;20,62;0;0;21,17;0;18,29;17,17;0;18,53;18,53;0;0;20,45;0
1071;TRIBUTADO;IMPORTADO;262,27;262,27;0;240,65;0;262,26;0;264,12;266,1;0;0;273,83;0;275,29;227,58;0;279,8;279,8;0;0;262,27;0
1072;CONVÊNIO 118;NACIONAL;563,12;563,12;563,12;563,12;0;563,12;629,37;563,12;563,12;0;0;563,12;0;0;563,12;0;563,12;563,12;0;0;563,12;563,12
1073;TRIBUTADO;IMPORTADO;574,34;574,34;0;527,02;0;574,32;0;578,4;582,53;0;0;599,66;0;602,87;498,38;0;612,74;612,74;0;0;574,33;0
1074;TRIBUTADO;NACIONAL;1829,86;1829,86;0;1852,17;0;1829,86;0;1840,95;1852,17;0;0;1898,48;0;1829,86;1829,86;0;1852,17;1852,17;0;0;1829,86;0
1085;TRIBUTADO;IMPORTADO;103,68;103,68;0;99,5;0;103,78;0;104,44;105,11;0;0;107,88;0;105,61;90,03;0;107,09;107,09;0;0;103,19;0
1086;TRIBUTADO;IMPORTADO;1255,02;1255,02;0;1272,67;0;1255,02;0;1263,78;1272,67;0;0;1309,52;0;1255,02;1255,02;0;1272,67;1272,67;0;0;1255,02;0
1087;TRIBUTADO;IMPORTADO;1632,59;1632,59;0;1655,55;0;1632,59;0;1643,99;1655,55;0;0;1703,49;0;1632,59;1632,59;0;1655,55;1655,55;0;0;1632,59;0
1088;TRIBUTADO;IMPORTADO;2006,32;2006,32;0;2034,55;0;2006,32;0;2020,34;2034,55;0;0;2093,45;0;2006,32;2006,32;0;2034,55;2034,55;0;0;2006,32;0
1089;TRIBUTADO;IMPORTADO;2006,32;2006,32;0;2034,55;0;2006,32;0;2020,34;2034,55;0;0;2093,45;0;2006,32;2006,32;0;2034,55;2034,55;0;0;2006,32;0
1097;TRIBUTADO;IMPORTADO;3074,45;3074,45;0;3111,95;0;0;0;0;0;0;0;0;0;3074,45;3074,45;3093,08;3111,95;3111,95;3189,75;0;3074,45;0
1099;TRIBUTADO;IMPORTADO;0;0;0;12633,55;0;13498,36;0;13584,33;13671,41;0;0;0;0;13642,68;0;0;13834,59;13834,59;0;0;0;0
1100;TRIBUTADO;NACIONAL;147,17;148,97;0;148,97;0;0;0;0;0;0;0;0;0;147,17;147,17;148,07;148,97;148,97;152,69;0;147,17;0
1102;TRIBUTADO;IMPORTADO;228,53;231,5;0;212,99;0;228,09;0;229,56;231,05;0;0;235,73;0;234,42;197,26;0;237,86;237,86;0;0;226,25;0
1104;TRIBUTADO;IMPORTADO;4068,84;4068,84;0;4118,46;0;4068,84;0;4093,5;4118,46;0;0;4221,43;0;4068,84;4068,84;0;4118,46;4118,46;0;0;4068,84;0
1109;TRIBUTADO;NACIONAL;80,16;80,16;0;77,21;0;0;0;0;0;0;0;0;0;76,57;71,96;77,07;77,57;77,57;79,64;0;80,16;0
1110;TRIBUTADO;NACIONAL;59,52;59,52;0;57,33;0;0;0;0;0;0;0;0;0;56,86;53,43;57,22;57,6;57,6;59,13;0;59,52;0
1111;TRIBUTADO;IMPORTADO;42;42;0;42,51;0;42;0;42,25;42,51;0;0;43,58;0;42;42;0;42,51;42,51;0;0;42;0
1112;TRIBUTADO;IMPORTADO;156,57;156,57;0;145,52;0;156,57;0;157,61;158,66;0;0;163,01;0;159,29;136,34;0;161,23;161,23;0;0;156,57;0
1115;TRIBUTADO;NACIONAL;6944,26;6944,26;0;7028,95;0;0;0;0;0;0;0;0;0;6944,26;6944,26;6986,35;7028,95;7028,95;7204,68;0;6944,26;0
1133;CONVÊNIO 118;IMPORTADO;1371,68;1371,68;1371,68;1371,68;0;1371,68;1652,63;1236,97;1371,68;0;0;1371,68;0;0;1371,68;0;1371,68;1371,68;0;0;1371,68;1371,68
1134;CONVÊNIO 118;IMPORTADO;4946,19;4946,19;4946,19;4946,19;0;4946,19;5959,26;4460,45;4946,19;0;0;4946,19;0;0;4946,19;0;4946,19;4946,19;0;0;4946,19;4946,19
