;;; ONCOPROD RS ;; ONCOPROD PE ;;ONCOPROD SP;;;;;;;;ONCOPROD DF;;;;;;; ONCOPROD ES  ;;
Cï¿½D;CLASSIFICAï¿½ï¿½O FISCAL;ORIGEM;  ICMS 17% ;  ICMS 18% ;  ICMS 17% ;  ICMS 18% ; ICMS 12%; ICMS 17%;CLIENTES GO; ICMS 17,5%; ICMS 18%; CLIENTES SP; CLIENTES SPI; ICMS 20% ; ICMS 12%;   ICMS 17% ;   CLIENTES DF ;   ICMS 17,5% ;   ICMS 18% ;  CLIENTES SPI ; ICMS 20% ; ICMS 12%;ICMS 17%;ICMS 18%
2084;TRIBUTADO;NACIONAL;77,19;77,19;0;80,47;0;0;0;0;0;0;0;0;0;73,77;69,16;74,27;74,77;74,77;76,84;0;77,19;0
2094;CONVÊNIO 118;NACIONAL;252,4;252,4;252,4;252,4;0;252,4;252,4;252,4;252,4;0;0;252,4;0;252,4;252,4;252,4;252,4;252,4;252,4;0;252,4;252,4
2103;CONVÊNIO 118;IMPORTADO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2115;TRIBUTADO;NACIONAL;0;0;0;0;0;0;0;0;0;0;0;0;0;2521,98;2262,64;2425,28;2441,23;2441,23;2507,19;0;2521,98;0
2116;CONVÊNIO 118;NACIONAL;268,12;268,12;268,12;268,12;0;268,12;268,12;268,12;268,12;0;0;268,12;0;268,12;268,12;268,12;268,12;268,12;268,12;0;268,12;268,12
2128;ISENTO (EXCETO EM DF);NACIONAL;2054,2;2054,2;2054,2;2054,2;0;2054,2;0;2054,2;2054,2;0;0;2054,2;0;0;2054,2;0;2054,2;2054,2;0;0;2054,2;2054,2
2180;CONVÊNIO 118;IMPORTADO;0;0;0;0;0;0;36,37;0;31,4;0;0;0;0;0;0;0;31,4;31,4;0;0;0;31,4
2181;CONVÊNIO 118;IMPORTADO;0;0;0;0;0;0;83,38;0;71,97;0;0;0;0;0;0;0;71,97;71,97;0;0;0;71,97
2183;ISENTO;NACIONAL;758,62;758,62;758,62;758,62;0;758,62;0;758,62;758,62;0;0;758,62;0;0;758,62;0;758,62;758,62;0;0;758,62;758,62
3001;TRIBUTADO;NACIONAL;1055;1068,71;0;1078,09;0;0;0;0;0;0;0;0;0;999,53;938,65;1006,13;1012,69;1012,69;1040,08;0;1118,52;0
3005;TRIBUTADO;IMPORTADO;1093,13;1093,13;0;1013,49;0;1093,1;0;1100,44;1107,88;0;0;1138,65;0;1138,67;951,29;0;1156,17;1156,17;0;0;1093,12;0
3009;TRIBUTADO;NACIONAL;2360,63;2360,63;0;2389,41;0;0;0;0;0;0;0;0;0;2360,63;2360,63;2374,93;2389,41;2389,41;2449,15;0;2360,63;0
3014;TRIBUTADO;IMPORTADO;911,86;911,86;0;875,59;0;911,86;0;917,76;923,72;0;0;948,36;0;944,81;795,05;0;958,69;958,69;0;0;911,86;0
3015;TRIBUTADO;IMPORTADO;1174,67;1174,67;0;1127,94;0;1174,69;0;1182,27;1189,95;0;0;1221,68;0;1217,11;1024,19;0;1234,99;1234,99;0;0;1174,67;0
3017;TRIBUTADO;IMPORTADO;456;456;0;439,83;0;456,01;0;458,87;461,79;0;0;473,78;0;467,55;398,09;0;473,25;473,25;0;0;456,01;0
3019;TRIBUTADO;IMPORTADO;1119,91;1119,91;0;1133,56;0;0;0;0;0;0;0;0;0;1119,91;1119,91;1126,7;1133,56;1133,56;1161,91;0;1119,91;0
3020;TRIBUTADO;IMPORTADO;1896,32;1896,32;0;1758,17;0;1896,26;0;1908,99;1921,89;0;0;1975,27;0;1975,32;1650,11;0;2005,68;2005,68;0;0;1896,3;0
3021;TRIBUTADO;IMPORTADO;37,06;37,51;0;37,51;0;37,06;0;37,28;37,51;0;0;38,46;0;37,06;37,06;0;37,51;37,51;0;0;37,06;0
3022;TRIBUTADO;IMPORTADO;145,13;145,13;0;128,13;0;145,13;0;146,05;146,99;0;0;150,85;0;148,53;126,61;0;150,33;150,33;0;0;145,13;0
3023;TRIBUTADO;IMPORTADO;181,41;181,41;0;160,18;0;181,43;0;182,57;183,75;0;0;188,59;0;187,66;158,27;0;190,38;190,38;0;0;181,41;0
3025;TRIBUTADO;IMPORTADO;237,32;237,32;0;228,39;0;237,32;0;238,83;240,36;0;0;246,68;0;245,49;207,05;0;249,05;249,05;0;0;237,32;0
3026;TRIBUTADO;IMPORTADO;321,06;321,06;0;308,98;0;321,06;0;323,1;325,17;0;0;333,73;0;332,11;280,1;0;336,91;336,91;0;0;321,05;0
3028;TRIBUTADO;IMPORTADO;1174,01;1174,01;0;1188,33;0;1174,01;0;1181,13;1188,33;0;0;1218,04;0;1174,01;1174,01;0;1188,33;1188,33;0;0;1174,01;0
3030;TRIBUTADO;NACIONAL;2360,63;2360,63;0;2389,41;0;0;0;0;0;0;0;0;0;2360,63;2360,63;2374,93;2389,41;2389,41;2449,15;0;2360,63;0
3039;TRIBUTADO;NACIONAL;25,07;25,07;0;26,07;0;0;0;0;0;0;0;0;0;23,96;22,44;24,12;24,29;24,29;24,97;0;25,06;0
3041;TRIBUTADO;IMPORTADO;284,12;284,12;0;287,59;0;284,12;0;285,84;287,59;0;0;294,78;0;284,12;284,12;0;287,59;287,59;0;0;284,12;0
3045;TRIBUTADO;NACIONAL;191,83;191,83;0;201,38;0;0;0;0;0;0;0;0;0;183,25;172,21;184,43;185,63;185,63;190,58;0;191,83;0
3046;TRIBUTADO;NACIONAL;184,89;184,89;0;194,09;0;0;0;0;0;0;0;0;0;176,62;168,01;177,76;178,92;178,92;183,69;0;198,09;0
3051;TRIBUTADO;IMPORTADO;46,32;46,88;0;46,88;0;46,32;0;46,6;46,88;0;0;48,56;0;46,32;46,32;0;46,88;46,88;0;0;46,32;0
3068;TRIBUTADO;NACIONAL;491,54;491,54;0;517,18;0;0;0;0;0;0;0;0;0;469,48;441,49;472,46;475,49;475,49;488;0;498,71;0
3082;TRIBUTADO;NACIONAL;5,98;5,98;0;6,9;0;0;0;0;0;0;0;0;0;5,57;5,23;5,6;5,64;5,64;5,79;0;7,17;0
3083;TRIBUTADO;NACIONAL;8219,64;8219,64;0;8530,05;0;0;0;0;0;0;0;0;0;7857,59;7384,87;7908,31;7959,69;7959,69;8172,05;0;8219,64;0
3084;TRIBUTADO;NACIONAL;12987,03;12987,03;0;13507,38;0;0;0;0;0;0;0;0;0;12412,93;11675,04;12492,02;12572,14;12572,14;12903,16;0;12987,03;0
3088;TRIBUTADO;NACIONAL;415,17;415,17;0;419,51;0;0;0;0;0;0;0;0;0;395,5;370,47;398,18;400,95;400,95;412,2;0;438,36;0
3089;TRIBUTADO;NACIONAL;749,34;749,34;0;757,19;0;0;0;0;0;0;0;0;0;713,85;668,67;718,69;723,68;723,68;743,99;0;791,21;0
3090;TRIBUTADO;NACIONAL;1248,91;1248,91;0;1261,98;0;0;0;0;0;0;0;0;0;1189,75;1114,44;1197,81;1206,14;1206,14;1239,99;0;1318,69;0
3098;TRIBUTADO;NACIONAL;8989,79;8989,79;0;9099,43;0;0;0;0;0;0;0;0;0;8989,79;8989,79;9044,28;9099,43;9099,43;9326,91;0;8989,79;0
3118;ISENTO;NACIONAL;1052,31;1052,31;1052,31;1052,31;0;1052,31;0;1052,31;1052,31;0;0;1052,31;0;0;1052,31;0;1052,31;1052,31;0;0;1052,31;1052,31
3119;ISENTO;NACIONAL;1261,16;1261,16;1261,16;1261,16;0;1261,16;0;1261,16;1261,16;0;0;1235,16;0;0;1261,16;0;1261,16;1261,16;0;0;1261,16;1261,16
3179;TRIBUTADO;IMPORTADO;335,8;335,8;0;309,77;0;335,81;0;338,13;340,47;0;0;350,2;0;351,09;291,82;0;356,67;356,67;0;0;335,8;0
3238;TRIBUTADO;NACIONAL;128,73;130,3;0;130,3;0;0;0;0;0;0;0;0;0;128,73;128,73;129,52;130,3;130,3;133,56;0;128,73;0
3252;TRIBUTADO;IMPORTADO;2493,21;2493,21;0;2528,28;0;2493,21;0;2510,62;2528,28;0;0;2601,48;0;2493,21;2493,21;0;2528,28;2528,28;0;0;2493,21;0
3263;ISENTO;NACIONAL;764,44;764,44;764,44;764,44;0;764,44;0;764,44;764,44;0;0;764,44;0;0;764,44;0;764,44;764,44;0;0;764,44;764,44
3266;TRIBUTADO;NACIONAL;6016,63;6094,76;0;6148,25;0;0;0;0;0;0;0;0;0;5700,26;5353,05;5737,89;5775,32;5775,32;5931,52;0;6378,87;0
3357;TRIBUTADO;IMPORTADO;2968,45;2968,45;0;3010,21;0;2968,45;0;2989,19;3010,21;0;0;3097,36;0;2968,45;2968,45;0;3010,21;3010,21;0;0;2968,45;0
3367;CONVÊNIO 118;NACIONAL;234,62;234,62;234,62;234,62;0;234,62;234,62;234,62;234,62;0;0;234,62;0;234,62;234,62;234,62;234,62;234,62;234,62;0;234,62;234,62
3419;CONVÊNIO 118;NACIONAL;0;0;0;1073,78;1073,781137;1073,78;0;0;1073,78;0;0;0;0;1073,78;0;0;1073,78;1073,78;0;0;0;1073,78
3432;TRIBUTADO;NACIONAL;20589,03;20589,03;0;20840,12;0;0;0;0;0;0;0;0;0;20589,03;20589,03;20713,81;20840,12;20840,12;21361,13;0;20589,03;0
3435;TRIBUTADO;NACIONAL;57,5;57,5;0;58,76;0;0;0;0;0;0;0;0;0;54,48;51,16;54,84;55,19;55,19;56,69;0;60,96;0
3452;TRIBUTADO;IMPORTADO;147,58;147,58;0;149,66;0;147,58;0;148,61;149,66;0;0;153,99;0;147,58;147,58;0;149,66;149,66;0;0;147,58;0
3454;TRIBUTADO;IMPORTADO;1755,95;1755,95;0;1780,66;0;1755,95;0;1768,21;1780,66;0;0;1832,21;0;1755,95;1755,95;0;1780,66;1780,66;0;0;1755,95;0
3468;TRIBUTADO;NACIONAL;8936,73;8936,73;0;9045,72;0;0;0;0;0;0;0;0;0;8936,73;8936,73;8990,9;9045,72;9045,72;9271,86;0;8936,73;0
3521;TRIBUTADO;NACIONAL;47,92;47,92;0;48,5;0;47,92;0;48,21;48,5;0;0;49,71;0;47,92;47,92;0;48,5;48,5;0;0;47,92;0
3601;ISENTO (EXCETO EM DF);IMPORTADO;494,59;494,59;494,59;494,59;0;494,59;0;494,59;494,59;0;0;494,59;0;595,89;595,89;0;603,16;603,16;0;0;494,59;494,59
3602;ISENTO (EXCETO EM DF);IMPORTADO;989,19;989,19;989,19;989,19;0;989,19;0;989,19;989,19;0;0;989,19;0;1191,8;1191,8;0;1206,33;1206,33;0;0;989,19;989,19
3604;ISENTO (EXCETO EM DF);IMPORTADO;7311,09;7311,09;7311,09;7311,09;0;7311,09;0;7311,09;7311,09;0;0;7311,09;0;7311,89;8808,54;0;8915,96;8915,96;0;0;7311,09;7311,09
3725;TRIBUTADO;IMPORTADO;3640,99;3640,99;0;3685,39;0;3640,99;0;3663,05;3685,39;0;0;3777,53;0;3640,99;3640,99;0;3685,39;3685,39;0;0;3640,99;0
3745;TRIBUTADO;NACIONAL;278,26;282,18;0;282,18;0;0;0;0;0;0;0;0;0;278,26;278,26;280,2;282,18;282,18;290,35;0;278,26;0
3747;TRIBUTADO;IMPORTADO;214,34;214,34;0;217,35;0;214,34;0;215,83;217,35;0;0;223,64;0;214,34;214,34;0;217,35;217,35;0;0;214,34;0
3749;TRIBUTADO;IMPORTADO;214,34;214,34;0;217,35;0;214,34;0;215,83;217,35;0;0;223,64;0;214,34;214,34;0;217,35;217,35;0;0;214,34;0
3756;TRIBUTADO;IMPORTADO;59,97;59,97;0;55,88;0;60,07;0;60,46;60,85;0;0;62,48;0;60,36;52,09;0;61,21;61,21;0;0;59,74;0
3757;TRIBUTADO;IMPORTADO;241,7;241,7;0;245,09;0;241,7;0;243,38;245,09;0;0;252,19;0;241,7;241,7;0;245,09;245,09;0;0;241,7;0
3759;TRIBUTADO;IMPORTADO;471,95;471,95;0;478,58;0;471,95;0;475,24;478,58;0;0;492,44;0;471,95;471,95;0;478,58;478,58;0;0;471,95;0
3760;TRIBUTADO;IMPORTADO;172,66;172,66;0;175,08;0;172,66;0;173,86;175,08;0;0;180,15;0;172,66;172,66;0;175,08;175,08;0;0;172,66;0
3769;CONVÊNIO 118;IMPORTADO;225,11;225,11;225,11;225,11;0;225,11;271,21;225,11;225,11;0;0;225,11;0;0;225,11;0;225,11;225,11;0;0;225,11;225,11
3804;TRIBUTADO;NACIONAL;19497,75;19497,75;0;18798,81;0;0;0;0;0;0;0;0;0;18560,55;17442,42;18679,85;18800,69;18800,69;19302,51;0;20589,28;0
3814;TRIBUTADO;IMPORTADO;81,79;82,84;0;76,55;0;81,79;0;82,31;82,85;0;0;85,02;0;83,71;71,36;0;84,73;84,73;0;0;81,79;0
3845;TRIBUTADO;NACIONAL;81,06;81,06;0;85,11;0;0;0;0;0;0;0;0;0;77,44;72,77;77,94;78,44;78,44;80,53;0;81,06;0
3874;TRIBUTADO;IMPORTADO;21,24;21,24;0;19,8;0;21,2;0;21,34;21,48;0;0;22,05;0;21,93;18,45;0;22,25;22,25;0;0;21,16;0
3875;TRIBUTADO;NACIONAL;38,71;38,71;0;39,55;0;0;0;0;0;0;0;0;0;36,67;34,44;36,92;37,16;37,16;38,16;0;41,04;0
3876;TRIBUTADO;NACIONAL;95,86;95,86;0;97,95;0;0;0;0;0;0;0;0;0;90,82;85,29;91,42;92,01;92,01;94,5;0;101,63;0
3877;TRIBUTADO;NACIONAL;189,47;189,47;0;193,61;0;0;0;0;0;0;0;0;0;179,51;168,57;180,69;181,87;181,87;186,79;0;200,88;0
3878;TRIBUTADO;NACIONAL;498,18;505,19;0;505,19;0;0;0;0;0;0;0;0;0;498,18;498,18;501,66;505,19;505,19;519,82;0;498,18;0
3883;TRIBUTADO;IMPORTADO;190,09;190,09;0;192,76;0;190,09;0;191,42;192,76;0;0;198,34;0;190,09;190,09;0;192,76;192,76;0;0;190,09;0
3916;TRIBUTADO;IMPORTADO;28,82;29,19;0;25,94;0;28,48;0;28,66;28,85;0;0;29,62;0;25,61;24,05;0;25,94;25,94;0;0;28,63;0
3926;TRIBUTADO;IMPORTADO;0;0;0;0;0;13506,15;0;13600,48;13696,14;0;0;14092,67;0;13506,15;13506,15;0;13696,14;13696,14;0;0;13506,15;0
3928;TRIBUTADO;NACIONAL;516,41;516,41;0;494,97;0;0;0;0;0;0;0;0;0;488,19;458,79;491,33;494,57;494,57;507,71;0;545,92;0
3933;TRIBUTADO;IMPORTADO;83,41;83,41;0;84,43;0;83,41;0;83,92;84,43;0;0;86,54;0;83,41;83,41;0;84,43;84,43;0;0;83,41;0
3934;TRIBUTADO;NACIONAL;3774,42;3774,42;0;3820,45;0;0;0;0;0;0;0;0;0;3774,42;3774,42;3797,29;3820,45;3820,45;3915,96;0;3774,42;0
3938;CONVÊNIO 118;NACIONAL;6061,7;6061,7;6061,7;6061,7;0;6061,7;6774,84;6061,7;6061,7;0;0;6061,7;0;0;6061,7;0;6061,7;6061,7;0;0;6061,7;6061,7
3982;TRIBUTADO;IMPORTADO;323,17;323,17;0;327,71;0;323,17;0;325,43;327,71;0;0;337,21;0;323,17;323,17;0;327,71;327,71;0;0;323,17;0
3983;TRIBUTADO;IMPORTADO;435,09;435,09;0;441,21;0;435,09;0;438,13;441,21;0;0;453,97;0;435,09;435,09;0;441,21;441,21;0;0;435,09;0
3984;TRIBUTADO;IMPORTADO;646,34;646,34;0;655,44;0;646,34;0;650,86;655,44;0;0;674,41;0;646,34;646,34;586,94;655,44;655,44;608,18;0;646,34;0
4047;TRIBUTADO;NACIONAL;21663,89;21945,24;0;21868,23;0;0;0;0;0;0;0;0;0;20393,37;19150,78;20528,06;20662;20662;21221,07;0;22805,82;0
4093;TRIBUTADO;IMPORTADO;5696,99;5696,99;0;5319,83;0;5696,99;0;5733,64;5770,87;0;0;5924,76;0;5902,83;4967,19;0;5989,56;5989,56;0;0;5696,99;0
4094;TRIBUTADO;IMPORTADO;450,73;450,73;0;420,89;0;450,72;0;453,63;456,58;0;0;468,75;0;467,02;392,99;0;473,88;473,88;0;0;450,73;0
4095;TRIBUTADO;IMPORTADO;1126,85;1126,85;0;1052,24;0;1126,82;0;1134,09;1141,46;0;0;1171,9;0;1167,56;982,5;0;1184,72;1184,72;0;0;1126,85;0
4096;TRIBUTADO;IMPORTADO;225,36;225,36;0;210,44;0;225,36;0;226,81;228,28;0;0;234,37;0;233,5;196,49;0;236,93;236,93;0;0;225,36;0
4097;TRIBUTADO;IMPORTADO;1131,09;1131,09;0;1052,24;0;1126,82;0;1134,09;1141,46;0;0;1171,9;0;1167,56;982,5;0;1184,72;1184,72;0;0;1126,85;0
4100;TRIBUTADO;IMPORTADO;146,25;146,25;0;136,25;0;146,24;0;147,2;148,17;0;0;152,17;0;150,75;127,43;0;152,58;152,58;0;0;146,24;0
4108;TRIBUTADO;NACIONAL;3774,42;3774,42;0;3820,45;0;0;0;0;0;0;0;0;0;3774,42;3774,42;3797,29;3820,45;3820,45;3915,96;0;3774,42;0
4110;TRIBUTADO;NACIONAL;81,07;82,06;0;82,06;0;0;0;0;0;0;0;0;0;81,07;81,07;81,56;82,06;82,06;84,11;0;81,07;0
4111;TRIBUTADO;IMPORTADO;83,41;83,41;0;84,43;0;83,41;0;83,92;84,43;0;0;86,54;0;83,41;83,41;0;84,43;84,43;0;0;83,41;0
4112;TRIBUTADO;IMPORTADO;2480,63;2480,63;0;2510,88;0;2480,63;0;2495,66;2510,88;0;0;2573,65;0;2480,63;2480,63;0;2510,88;2510,88;0;0;2480,63;0
4113;CONVÊNIO 118;NACIONAL;656,41;656,41;656,41;656,41;0;656,41;790,86;656,41;656,41;0;0;656,41;0;0;656,41;0;656,41;656,41;0;0;656,41;656,41
4114;CONVÊNIO 118;NACIONAL;3282,24;3282,24;3282,24;3282,24;0;3282,24;3954,51;3282,24;3282,24;0;0;3282,24;0;0;3282,24;0;3282,24;3282,24;0;0;3282,24;3282,24
4115;CONVÊNIO 118;NACIONAL;4571,88;4571,88;4571,88;4571,88;0;4571,88;5508,29;4571,88;4571,88;0;0;4571,88;0;0;4571,88;0;4571,88;4571,88;0;0;4571,88;4571,88
4116;CONVÊNIO 118;NACIONAL;5878,13;5878,13;5878,13;5878,13;0;5878,13;7082,08;5878,13;5878,13;0;0;5878,13;0;0;5878,13;0;5878,13;5878,13;0;0;5878,13;5878,13
4117;CONVÊNIO 118;NACIONAL;8041,63;8041,63;8041,63;8041,63;0;8041,63;9688,71;8041,63;8041,63;0;0;8041,63;0;0;8041,63;0;8041,63;8041,63;0;0;8041,63;8041,63
4120;CONVÊNIO 118;IMPORTADO;89,04;89,04;89,04;89,04;0;89,04;102,98;89,04;89,04;0;0;89,04;0;0;89,04;0;89,04;89,04;0;0;89,04;89,04
4121;CONVÊNIO 118;IMPORTADO;329,29;329,29;329,29;329,29;0;329,29;380,87;329,29;329,29;0;0;329,29;0;0;329,29;0;329,29;329,29;0;0;329,29;329,29
4122;CONVÊNIO 118;NACIONAL;164,08;164,08;164,08;164,08;0;164,08;197,69;164,08;164,08;0;0;164,08;0;0;164,08;0;164,08;164,08;0;0;164,08;164,08
4123;TRIBUTADO;NACIONAL;848,57;848,57;0;860,51;0;0;0;0;0;0;0;0;0;848,57;848,57;854,5;860,51;860,51;885,42;0;848,57;0
4124;TRIBUTADO;IMPORTADO;6788,66;6788,66;0;6884,16;0;0;0;0;0;0;0;0;0;6788,66;6788,66;6836,08;6884,16;6884,16;7083,48;0;6788,66;0
4127;CONVÊNIO 118;NACIONAL;3669,76;3669,76;3669,76;3669,76;0;3669,76;4096,47;3669,76;3669,76;0;0;3669,76;0;0;3669,76;0;3669,76;3669,76;0;0;3669,76;3669,76
4128;CONVÊNIO 118;NACIONAL;5645,39;5645,39;5645,39;5645,39;0;5645,39;6301,82;5645,39;5645,39;0;0;5645,39;0;0;5645,39;0;5645,39;5645,39;0;0;5645,39;5645,39
4129;CONVÊNIO 118;NACIONAL;7701,43;7701,43;7701,43;7701,43;0;7701,43;7621,21;8607,48;7701,43;0;0;7701,43;0;0;7701,43;0;7701,43;7701,43;0;0;7701,43;7701,43
4142;TRIBUTADO;IMPORTADO;183,93;186,23;0;194;0;183,94;0;185,08;186,24;0;0;191,01;0;183,94;160,67;0;192,34;192,34;0;0;183,93;0
4149;TRIBUTADO;NACIONAL;35,04;35,04;0;35,89;0;35,05;0;35,27;35,49;0;0;36,43;0;33,19;31,19;0;33,62;33,62;0;0;37,15;0
4167;CONVÊNIO 118;IMPORTADO;173,44;173,44;173,44;173,44;173,443049;173,44;203,43;173,44;173,44;0;0;173,44;0;0;173,44;0;173,44;173,44;0;0;173,44;173,44
4168;CONVÊNIO 118;IMPORTADO;867,36;867,36;867,36;867,36;867,359402;867,36;1017,27;867,36;867,36;0;0;867,36;0;0;867,36;0;867,36;867,36;0;0;867,36;867,36
4173;CONVÊNIO 118;IMPORTADO;732,75;732,75;732,75;732,75;0;859,4;859,4;732,75;859,4;0;0;732,75;0;0;859,4;0;859,4;859,4;0;0;732,75;732,75
4174;TRIBUTADO;IMPORTADO;250,3;250,3;0;253,35;0;250,3;0;251,82;253,35;0;0;259,69;0;250,3;250,3;0;253,35;253,35;0;0;250,3;0
4179;TRIBUTADO;NACIONAL;6,13;6,13;0;6,28;0;0;0;0;0;0;0;0;0;5,81;5,46;5,84;5,88;5,88;6,04;0;6,5;0
4180;TRIBUTADO;IMPORTADO;276,85;276,85;0;266,44;0;276,86;0;278,62;280,41;0;0;287,79;0;286,39;241,54;0;290,53;290,53;0;0;276,85;0
4183;TRIBUTADO;NACIONAL;212,65;212,65;0;223,24;0;0;0;0;0;0;0;0;0;203,13;190,9;204,44;205,77;205,77;211,26;0;212,65;0
4185;TRIBUTADO;IMPORTADO;240,89;240,89;0;225,44;0;240,88;0;242,41;243,96;0;0;250,38;0;249,17;210,15;0;252,78;252,78;0;0;240,88;0
4186;CONVÊNIO 118;NACIONAL;27,4;27,4;27,4;27,4;0;27,4;30,62;27,4;27,4;0;0;27,4;0;0;27,4;0;27,4;27,4;0;0;27,4;27,4
4187;CONVÊNIO 118;IMPORTADO;43,2;43,2;43,2;43,2;0;43,2;50,04;43,2;43,2;0;0;43,2;0;0;43,2;0;43,2;43,2;0;0;43,2;43,2
4189;TRIBUTADO;IMPORTADO;59,67;59,67;0;60,4;0;59,67;0;60,04;60,4;0;0;61,91;0;59,67;59,67;0;60,4;60,4;0;0;59,67;0
4193;CONVÊNIO 118;NACIONAL;1202,19;1202,19;1202,19;1202,19;0;1202,19;1282,34;1202,19;1202,19;0;0;1202,19;0;0;1202,19;0;1202,19;1202,19;0;0;1202,19;1202,19
4196;CONVÊNIO 118;IMPORTADO;151,81;151,81;151,81;151,81;0;151,81;175,88;151,81;151,81;0;0;151,81;0;0;151,81;0;151,81;151,81;0;0;151,81;151,81
4197;ISENTO;NACIONAL;14891,86;14891,86;14891,86;14891,86;0;14891,86;0;14891,86;14891,86;0;0;14891,86;0;0;14891,86;0;14891,86;14891,86;0;0;14891,86;14891,86
4209;TRIBUTADO;NACIONAL;51,65;52,28;0;52,28;0;0;0;0;0;0;0;0;0;51,65;51,65;51,96;52,28;52,28;53,59;0;51,65;0
4214;TRIBUTADO;NACIONAL;1682,88;1682,88;0;1703,41;0;0;0;0;0;0;0;0;0;1682,88;1682,88;1693,08;1703,41;1703,41;1745,99;0;1682,88;0
4218;TRIBUTADO;IMPORTADO;5153,89;5153,89;0;5226,39;0;5153,89;0;5189,89;5226,39;0;0;5377,7;0;5153,89;5153,89;0;5226,39;5226,39;0;0;5153,89;0
4220;CONVÊNIO 118;NACIONAL;386;386;386;386;0;386;386;386;386;0;0;386;0;386;386;386;386;386;386;0;386;386
4225;CONVÊNIO 118;NACIONAL;675,38;675,38;675,38;675,38;0;675,38;676,2;675,38;675,38;0;0;675,38;0;0;675,38;0;675,38;675,38;0;0;675,38;675,38
4227;TRIBUTADO;IMPORTADO;40,39;40,39;0;40,95;0;40,39;0;40,66;40,95;0;0;42,14;0;40,39;40,39;0;40,95;40,95;0;0;40,39;0
4230;TRIBUTADO;IMPORTADO;1045,6;1045,6;0;969,43;0;1045,57;0;1052,59;1059,7;0;0;1089,13;0;1089,16;909,84;0;1105,9;1105,9;0;0;1045,59;0
4240;TRIBUTADO;NACIONAL;0;0;0;47666,82;0;47005,59;0;47333,9;47666,82;0;0;0;0;47005,59;0;0;47666,82;47666,82;0;0;0;0
4244;TRIBUTADO;NACIONAL;18,35;18,35;0;18,57;0;0;0;0;0;0;0;0;0;18,35;18,35;18,46;18,57;18,57;19,04;0;18,35;0
4250;TRIBUTADO;NACIONAL;569,44;577,03;0;703,79;0;0;0;0;0;0;0;0;0;679,92;637,44;684,53;689,12;689,12;708,3;0;599,62;0
4253;CONVÊNIO 118;NACIONAL;0;0;0;0;0;0;462,9;0;414,17;0;0;0;0;0;0;0;414,17;414,17;0;0;0;414,17
4254;CONVÊNIO 118;NACIONAL;0;0;0;0;0;0;1275,26;0;1141,03;0;0;0;0;0;0;0;1141,03;1141,03;0;0;0;1141,03
4256;CONVÊNIO 118;NACIONAL;47,88;47,88;47,88;47,88;0;47,88;47,88;47,88;47,88;0;0;47,88;0;47,88;47,88;47,88;47,88;47,88;47,88;0;47,88;47,88
4257;CONVÊNIO 118;NACIONAL;140,84;140,84;140,84;140,84;0;140,84;140,84;140,84;140,84;0;0;140,84;0;140,84;140,84;140,84;140,84;140,84;140,84;0;140,84;140,84
4258;CONVÊNIO 118;NACIONAL;209,35;209,35;209,35;209,35;0;209,35;209,35;209,35;209,35;0;0;209,35;0;209,35;209,35;209,35;209,35;209,35;209,35;0;209,35;209,35
4273;TRIBUTADO;IMPORTADO;59,67;60,4;0;60,4;0;59,67;0;60,04;60,4;0;0;61,91;0;59,67;59,67;0;60,4;60,4;0;0;59,67;0
4275;TRIBUTADO;IMPORTADO;52,1;52,1;0;52,83;0;52,1;0;52,46;52,83;0;0;54,36;0;52,1;52,1;0;52,83;52,83;0;0;52,1;0
4276;TRIBUTADO;IMPORTADO;270,25;270,25;0;274,05;0;270,25;0;272,14;274,05;0;0;281,98;0;270,25;270,25;0;274,05;274,05;0;0;270,25;0
4285;TRIBUTADO;NACIONAL;3270,87;3270,87;0;3286,25;0;0;0;0;0;0;0;0;0;3080,18;2887,81;3101,07;3121,85;3121,85;3208,67;0;3443,28;0
4288;TRIBUTADO;NACIONAL;4407,72;4407,72;0;4483,03;0;0;0;0;0;0;0;0;0;4177,46;3916,64;4205,78;4233,95;4233,95;4351,66;0;4673,1;0
4289;TRIBUTADO;NACIONAL;2246,05;2246,05;0;2256,61;0;0;0;0;0;0;0;0;0;2115,11;1983,01;2129,46;2143,73;2143,73;2203,34;0;2364,44;0
4290;TRIBUTADO;NACIONAL;1730,62;1730,62;0;1738,75;0;0;0;0;0;0;0;0;0;1629,73;1527,94;1640,78;1651,77;1651,77;1697,71;0;1821,84;0
4291;TRIBUTADO;IMPORTADO;878,71;878,71;0;891,07;0;878,71;0;1070,38;891,07;0;0;916,87;0;878,71;878,71;0;891,07;891,07;0;0;878,71;0
4295;TRIBUTADO;NACIONAL;135,72;135,72;0;152,76;0;0;0;0;0;0;0;0;0;128,56;120,82;129,4;130,23;130,23;133,7;0;143,89;0
4296;TRIBUTADO;NACIONAL;945,13;956,66;0;956,66;0;0;0;0;0;0;0;0;0;945,13;945,13;950,86;956,66;956,66;980,58;0;945,13;0
4297;TRIBUTADO;NACIONAL;2929,91;2965,65;0;2965,65;0;0;0;0;0;0;0;0;0;2929,91;2929,91;2947,67;2965,65;2965,65;3039,79;0;2929,91;0
4298;TRIBUTADO;NACIONAL;3780,53;3826,63;0;3826,63;0;0;0;0;0;0;0;0;0;3780,53;3780,53;3803,44;3826,63;3826,63;3922,3;0;3780,53;0
