14408979000146;35;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
08466770000136;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
04065646000108;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
20218357000158;75;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
23727623000166;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
40620098000102;75;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
02456955000183;78;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
15107246001700;78;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
28064274000163;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
15200249000207;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
20080044000186;125;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
05977498000160;75;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
16.438.624/0001-25;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
07.371.101/0001-18;126;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
08.973.539/0001-39;13;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
34.059.606/0001-14;126;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
16.676.520/0013-92;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
11344038001684;17;3-14 DIAS;;28 dias; 1.500,00 
15178551001199;87;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
13824560000102;125;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
00.640.341/0001-21;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
40514960000194;87;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
15.153.745/0004-00;75;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
11344038001331;125;1-A VISTA;;Á combinar; 1.500,00 
10995438000100;125;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
16175036000146;125;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
06268709000159;125;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
03.008.929/0001-55;75;30-30 DIAS;;28 dias; 1.500,00 
11.734.348/0001-29;325;52-VARIAVEL 30 DIAS;;28 dias; 1.500,00 
03.957.638/0001-03;17;36-30/60/90 DIAS;;30, 60 e 90 dias; 1.500,00 
05413531000120;17;5-28 DIAS;;28 dias; 1.500,00 
33.794.132/0001-91;17;30-30 DIAS;;28 dias; 1.500,00 
10.977.714/0001-08;17;5-28 DIAS;;28 dias; 1.500,00 
13284872000170;125;56-VARIAVEL 90 DIAS;;30, 60 e 90 dias; 1.500,00 
60.992.427/0022-70;107;13-10 DIAS;;14 dias; 1.500,00 
15168438000150;17;1-A VISTA;;Á combinar; 1.500,00 
15180714000520;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
13926639000659;87;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
13926639000497;107;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
13927801000572;325;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
13937131001547;325;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
15180714000368;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
13937131004210;325;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
33.917.568/0001-20;17;1-A VISTA;;Á combinar; 1.500,00 
08086458000117;325;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
14158715000181;125;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
13889506000226;35;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
04225018000142;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
13937131002357;325;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
13937131000222;325;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
13937131006263;325;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
35433330000155;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
13937131002276;325;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
13937131000303;325;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
15329734000196;325;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
11311773000105;78;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
24372090000100;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
11304902000138;76;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
13501096000113;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
27324279000115;17;1-A VISTA;;Á combinar; 1.500,00 
14812333000120;35;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
04678190000828;125;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
14659478000132;87;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
04745753000349;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
21.671.034/0001-88;125;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
02287427000148;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
11858570001539;35;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
12388873000100;78;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
05870716000163;78;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
14736706000120;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
15153745001725;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
10562575000232;325;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
00912031000119;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
07148811000183;75;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
00394544010733;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
16254419000100;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
13969621000120;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
12968975000278;35;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
12968975000359;125;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
04678190000666;75;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
11.310.163/0005-10;125;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
15194004002683;75;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
11310163000197;35;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
11.310.163/0004-30;35;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
14526487000155;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
14526487000236;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
14526487000317;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
61365284017341;75;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
26776909000120;87;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
13227038000143;17;9-05 DIAS;;7 dias; 1.500,00 
17834001000134;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
07615531000138;75;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
04248072000103;125;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
15153745003183;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
26722539000148;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
11.310.163/0003-59;125;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
03870617000156;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
11344038001170;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
35354592000124;35;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
15170723000378;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
01519101000136;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
07.947.587/0001-90;125;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
15178551000389;35;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
97397848000138;17;1-A VISTA;;Á combinar; 1.500,00 
13.952.064/0001-34;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
13926639000144;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
15153745000168;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
13016092000140;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
16205262000122;125;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
15166416000151;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
15.178.551/0001-17;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
13342878000238;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
14770457000190;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
15178551000621;87;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
04613761000170;125;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
16196263000158;125;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
15153745000249;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
15.166.416/0009-09;87;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
11858570000729;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
15153745001130;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
13927934000115;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
13518634000182;87;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
13501218000171;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
37113180001108;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
13838479000343;125;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
15171093000194;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
13222773000164;87;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
15166416000828;87;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
14074546000100;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
07.133.125/0003-09;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
15233505000173;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
13777776000164;35;1-A VISTA;;Á combinar; 1.500,00 
07267476000132;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
15.170.723/0001-06;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
14579940000191;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
14797815000158;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
09367238000205;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
15140254000182;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
15979826000111;87;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
11858570000133;17;1-A VISTA;;Á combinar; 1.500,00 
11943553000102;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
14702257000280;87;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
01257728000409;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
05469172000122;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
15233646001400;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
33875865000150;17;52-VARIAVEL 30 DIAS;;28 dias; 1.500,00 
15178551000460;35;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
03611193000105;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
15.194.004/0001-25;75;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
13926639000730;35;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
60961422000902;125;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
04602792000125;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
13644877000167;87;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
14239578000100;325;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
41369757000134;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
07072541000174;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
05816630000152;325;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
14109763000180;325;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
05368007000184;78;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
08955646000215;125;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
15180714000287;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
13926639000306;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
13926639000578;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
09056851000120;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
15934094000143;125;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
96706718000177;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
14770457000602;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
13908231000140;125;52-VARIAVEL 30 DIAS;;28 dias; 1.500,00 
27.372.066/0001-69;17;52-VARIAVEL 30 DIAS;;28 dias; 1.500,00 
22809061000137;125;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
00.082.080/0001-71;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
04821603000105;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
09291054000128;125;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
19.622.700/0004-99;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
17341047000545;125;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
12361267014739;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
12361267010318;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
00793490000120;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
22790978000137;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
05089379000171;125;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
13937073000156;325;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
21539905000457;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
22647445000109;87;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
05413531000472;35;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
34258665000111;87;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
44563716001225;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
13266929000109;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
08160106000164;125;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
14022332000181;87;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
21164511000380;17;1-A VISTA;;Á combinar; 1.500,00 
00.735.328/0001-56;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
08861235000180;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
21164511001271;35;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
16130783000168;87;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
04602158000192;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
05819376000146;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
04915827000186;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
96700711000148;76;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
15.214.919/0024-41;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
07243265000160;35;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
15214919002107;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
15214919002280;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
15214919002522;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
15093966000198;35;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
05371568000132;35;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
22721041000100;35;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
30273653000105;125;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
07133125000562;35;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
04745753000500;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
05286564000318;35;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
02279632000161;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
12361267010407;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
13808803000119;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
24232886007412;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
34128330000189;35;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
24232886015865;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
19685979000107;87;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
16047490000111;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
40853020000472;87;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
10651431000171;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
14349740000142;125;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
15180961000100;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
08147477000106;87;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
13340625000144;125;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
96821400000137;125;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
11410611000124;125;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
04678190000151;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
07766008000102;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
15214919000155;17;54-VARIAVEL 60 DIAS;;30 e 60 dias; 1.500,00 
