40616,,15,9686821,2021-06-21 15:30:19,,5032
45345,,391,9693648,2021-06-22 12:43:51,,5032
69993,,392,9691619,2021-06-22 14:56:47,,5032
34804,,392,158534,2021-06-22 15:00:09,,5032
34799,,392,158534,2021-06-22 15:00:09,,5032
34929,,391,9693449,2021-06-22 15:06:18,,5032
34935,,391,9693449,2021-06-22 15:06:18,,5032
34742,,391,158470,2021-06-22 15:08:15,,5032
34929,,391,9693451,2021-06-22 15:10:15,,5032
34935,,391,9693451,2021-06-22 15:10:15,,5032
43210,,391,9693788,2021-06-22 15:11:17,,5032
77843,,391,9693788,2021-06-22 15:11:17,,5032
43236,,391,9693776,2021-06-22 15:12:44,,5032
82328,,391,9693776,2021-06-22 15:12:44,,5032
43256,,391,9693789,2021-06-22 15:20:01,,5032
43253,,391,9693789,2021-06-22 15:20:01,,5032
43262,,391,9693789,2021-06-22 15:20:01,,5032
40684,,391,9693375,2021-06-22 15:24:44,,5032
40735,,391,9693375,2021-06-22 15:24:44,,5032
40616,,391,57509,2021-06-22 15:29:30,,5032
40684,,391,9693376,2021-06-22 15:32:43,,5032
40735,,391,9693376,2021-06-22 15:32:43,,5032
11786,,391,9689207,2021-06-22 15:59:57,,5032
25716,,391,9689207,2021-06-22 15:59:57,,5032
47621,,391,9689207,2021-06-22 15:59:57,,5032
70248,,391,9689207,2021-06-22 15:59:57,,5032
87407,,391,9689207,2021-06-22 15:59:57,,5032
98702,,391,9689207,2021-06-22 15:59:57,,5032
98690,,391,9689207,2021-06-22 15:59:57,,5032
39734,,391,9686824,2021-06-22 16:17:18,,5032
75919,,391,9686824,2021-06-22 16:17:18,,5032
64199,,391,9686826,2021-06-22 16:22:41,,5032
43386,,391,60330,2021-06-22 16:32:40,,5032
116769,,391,66290,2021-06-22 16:33:29,,5032
43386,,391,66788,2021-06-22 16:35:00,,5032
43386,,391,112763,2021-06-22 16:38:47,,5032
86420,,391,157759,2021-06-22 16:58:36,,5032
32550,,391,157740,2021-06-22 17:00:59,,5032
32616,,391,58513,2021-06-22 17:04:02,,5032
32650,,391,9693443,2021-06-22 17:07:13,,5032
32630,,391,58521,2021-06-22 17:10:15,,5032
38550,,391,30457,2021-06-22 17:13:57,,5032
211639,,391,30457,2021-06-22 17:13:57,,5032
46500,,391,9693021,2021-06-22 17:19:39,,5032
81239,,391,9693021,2021-06-22 17:19:39,,5032
42065,,391,9692544,2021-06-22 17:21:59,,5032
38238,,391,9692544,2021-06-22 17:21:59,,5032
66173,,391,9692544,2021-06-22 17:21:59,,5032
32701,,391,89397,2021-06-22 17:26:23,,5032
45393,,391,89397,2021-06-22 17:26:23,,5032
42329,,391,158577,2021-06-22 17:31:01,,5032
45913,,391,158666,2021-06-22 17:33:26,,5032
45967,,391,158674,2021-06-22 17:34:39,,5032
45921,,391,89400,2021-06-22 17:38:02,,5032
45937,,391,89400,2021-06-22 17:38:02,,5032
45967,,391,60429,2021-06-22 17:43:42,,5032
45921,,391,89320,2021-06-22 17:47:43,,5032
45937,,391,89320,2021-06-22 17:47:43,,5032
45967,,391,41440,2021-06-22 17:58:44,,5032
45913,,391,9683916,2021-06-22 18:03:22,,5032
40666,,391,9685412,2021-06-23 14:27:29,,5032
39144,,391,9685412,2021-06-23 14:27:29,,5032
216983,,391,9685412,2021-06-23 14:27:29,,5032
40684,,391,160695,2021-06-23 14:31:59,,5032
40735,,391,160695,2021-06-23 14:31:59,,5032
40666,,391,9685413,2021-06-23 14:34:45,,5032
39144,,391,9685413,2021-06-23 14:34:45,,5032
216983,,391,9685413,2021-06-23 14:34:45,,5032
40666,,391,9685414,2021-06-23 14:36:38,,5032
39144,,391,9685414,2021-06-23 14:36:38,,5032
216983,,391,9685414,2021-06-23 14:36:38,,5032
40684,,391,160709,2021-06-23 14:40:59,,5032
40735,,391,160709,2021-06-23 14:40:59,,5032
46500,,391,9693017,2021-06-23 15:01:12,,5032
46517,,391,9693017,2021-06-23 15:01:12,,5032
93673,,391,9693017,2021-06-23 15:01:12,,5032
242394,,391,9692823,2021-06-23 15:03:37,,5032
89086,,391,9686828,2021-06-23 15:17:45,,5032
44114,,391,9693603,2021-06-23 17:25:25,,5032
44153,,391,9693603,2021-06-23 17:25:25,,5032
44150,,391,9692860,2021-06-23 17:26:10,,5032
44110,,391,9692860,2021-06-23 17:26:10,,5032
44114,,391,9692861,2021-06-23 17:27:20,,5032
44153,,391,9692861,2021-06-23 17:27:20,,5032
44117,,391,9692862,2021-06-23 17:28:49,,5032
40770,,391,9692600,2021-06-23 17:30:51,,5032
175094,,391,9692600,2021-06-23 17:30:51,,5032
40784,,391,9692886,2021-06-23 17:36:56,,5032
44497,,391,9692886,2021-06-23 17:36:56,,5032
40784,,391,9692599,2021-06-23 17:42:15,,5032
44497,,391,9692599,2021-06-23 17:42:15,,5032
42065,,391,81973,2021-06-23 17:44:51,,5032
38238,,391,81973,2021-06-23 17:44:51,,5032
66173,,391,81973,2021-06-23 17:44:51,,5032
42065,,391,58424,2021-06-23 17:45:54,,5032
38238,,391,58424,2021-06-23 17:45:54,,5032
66173,,391,58424,2021-06-23 17:45:54,,5032
42065,,391,78891,2021-06-23 17:46:36,,5032
38238,,391,78891,2021-06-23 17:46:36,,5032
66173,,391,78891,2021-06-23 17:46:36,,5032
38264,,391,58483,2021-06-23 17:47:24,,5032
42072,,391,58483,2021-06-23 17:47:24,,5032
46014,,391,9684245,2021-06-24 08:29:09,,5032
34123,,391,30414,2021-06-24 08:34:28,,5032
34123,,391,34355,2021-06-24 08:34:28,,5032
34123,,391,34363,2021-06-24 08:34:28,,5032
34123,,391,9683361,2021-06-24 08:34:28,,5032
34123,,391,9683362,2021-06-24 08:34:28,,5032
34123,,391,9690939,2021-06-24 08:34:28,,5032
34123,,391,9691420,2021-06-24 08:34:28,,5032
34123,,391,9691613,2021-06-24 08:34:28,,5032
34123,,391,9692685,2021-06-24 08:34:28,,5032
34123,,391,9693207,2021-06-24 08:34:28,,5032
34123,,391,9693652,2021-06-24 08:34:28,,5032
83064,,391,9689333,2021-06-24 17:51:12,,5032
99613,,391,9689333,2021-06-24 17:51:12,,5032
47738,,391,9689891,2021-06-24 17:56:33,,5032
84743,,391,9689891,2021-06-24 17:56:33,,5032
84743,,391,9692770,2021-06-24 17:58:39,,5032
11786,,391,9692771,2021-06-24 18:02:45,,5032
47619,,391,9692771,2021-06-24 18:02:45,,5032
47621,,391,9692771,2021-06-24 18:02:45,,5032
70248,,391,9692771,2021-06-24 18:02:45,,5032
87407,,391,9692771,2021-06-24 18:02:45,,5032
98690,,391,9692771,2021-06-24 18:02:45,,5032
101568,,391,9692771,2021-06-24 18:02:45,,5032
133731,,391,9692771,2021-06-24 18:02:45,,5032
71162,,391,9687130,2021-06-25 10:33:49,,5032
71162,,391,9688532,2021-06-25 10:33:49,,5032
71162,,391,9689330,2021-06-25 10:33:49,,5032
191708,,391,9691868,2021-06-25 10:40:58,,5032
34046,,391,9692621,2021-06-25 10:44:48,,5032
34005,,391,9692621,2021-06-25 10:44:48,,5032
34033,,391,9692621,2021-06-25 10:44:48,,5032
34043,,391,9692621,2021-06-25 10:44:48,,5032
47807,,391,9692621,2021-06-25 10:44:48,,5032
99090,,391,9692621,2021-06-25 10:44:48,,5032
124739,,391,9692621,2021-06-25 10:44:48,,5032
66191,,391,9691811,2021-06-25 11:35:38,,5032
