;;; ONCOPROD RS ;; ONCOPROD PE ;;ONCOPROD SP;;;;;;;;ONCOPROD DF;;;;;;; ONCOPROD ES  ;;
C�D;CLASSIFICA��O FISCAL;ORIGEM;  ICMS 17% ;  ICMS 18% ;  ICMS 17% ;  ICMS 18% ; ICMS 12%; ICMS 17%;CLIENTES GO; ICMS 17,5%; ICMS 18%; CLIENTES SP; CLIENTES SPI; ICMS 20% ; ICMS 12%;   ICMS 17% ;   CLIENTES DF ;   ICMS 17,5% ;   ICMS 18% ;  CLIENTES SPI ; ICMS 20% ; ICMS 12%;ICMS 17%;ICMS 18%
3452;TRIBUTADO;IMPORTADO;133,1;134,97;0;134,97;0;133,1;0;134,03;134,97;0;0;138,88;0;133,1;133,1;0;134,97;134,97;0;0;133,1;0
3454;TRIBUTADO;IMPORTADO;1583,51;1605,79;0;1605,79;0;1583,51;0;1594,57;1605,79;0;0;1652,27;0;1583,51;1583,51;0;1605,79;1605,79;0;0;1583,51;0
3468;TRIBUTADO;NACIONAL;8059,09;8157,38;0;8157,38;0;0;0;0;0;0;0;0;0;8059,09;8059,09;8107,94;8157,38;8157,38;8361,31;0;8059,09;0
3601;ISENTO;IMPORTADO;446,02;446,02;446,02;446,02;0;446,02;0;446,02;446,02;0;0;446,02;0;0;446,02;0;446,02;446,02;0;0;446,02;446,02
3602;ISENTO;IMPORTADO;892,05;892,05;892,05;892,05;0;892,05;0;892,05;892,05;0;0;892,05;0;0;892,05;0;892,05;892,05;0;0;892,05;892,05
3604;ISENTO;IMPORTADO;6593,1;6593,1;6593,1;6593,1;0;6593,1;0;6593,1;6593,1;0;0;6593,1;0;0;6593,1;0;6593,1;6593,1;0;0;6593,1;6593,1
3725;TRIBUTADO;IMPORTADO;3283,419378;3323,461078;0;3323,461078;0;3283,419378;0;3303,31889;3323,461078;0;0;3406,547605;0;3283,42;3283,419378;0;3323,46;3323,46;0;0;3283,419378;0
3745;TRIBUTADO;NACIONAL;238,29;241,46;0;237,06;0;0;0;0;0;0;0;0;0;229,9;218,41;231,43;232,97;232,97;239,35;0;248,39;0
3747;TRIBUTADO;IMPORTADO;193,29;196,01;0;196,01;0;193,29;0;194,64;196,01;0;0;201,69;0;193,29;193,29;0;196,01;196,01;0;0;193,29;0
3749;TRIBUTADO;IMPORTADO;193,29;196,01;0;196,01;0;193,29;0;194,64;196,01;0;0;201,69;0;193,29;193,29;0;196,01;196,01;0;0;193,29;0
3756;TRIBUTADO;IMPORTADO;54,12;54,82;0;50,4;0;54,17;0;54,52;54,88;0;0;56,34;0;54,42;47,55;0;58,13;58,13;0;0;54,07;0
3757;TRIBUTADO;IMPORTADO;217,95;221,02;0;221,02;0;217,95;0;219,47;221,02;0;0;227,42;0;217,95;217,95;0;221,02;221,02;0;0;217,95;0
3759;TRIBUTADO;IMPORTADO;425,6;431,58;0;431,58;0;425,6;0;428,57;431,58;0;0;444,08;0;425,6;425,6;0;431,58;431,58;0;0;425,6;0
3760;TRIBUTADO;IMPORTADO;155,69;157,88;0;157,88;0;155,69;0;156,78;157,88;0;0;162,45;0;155,69;155,69;0;157,88;157,88;0;0;155,69;0
3769;ISENTO;IMPORTADO;202,99;202,99;202,99;202,99;0;202,99;231,4086;202,99;202,99;0;0;202,99;0;0;202,99;0;202,99;202,99;0;0;202,99;202,99
3804;TRIBUTADO;NACIONAL;17817,16;18045,59;0;16952,67;0;0;0;0;0;0;0;0;0;17056,85;16234,84;17165,5;17275,53;17275,53;17730,15;0;18567,3;0
3805;TRIBUTADO;IMPORTADO;144;144;0;144;0;144;0;144;144;0;0;144;0;144;144;0;144;144;0;0;144;0
3806;TRIBUTADO;IMPORTADO;144;144;0;144;0;144;0;144;144;0;0;144;0;144;144;0;144;144;0;0;144;0
3807;TRIBUTADO;IMPORTADO;144;144;0;144;0;144;0;144;144;0;0;144;0;144;144;0;144;144;0;0;144;0
3814;TRIBUTADO;IMPORTADO;73,76;74,71;0;69,06;0;73,76;0;74,23;74,71;0;0;76,67;0;74,23;64,36;0;79,16;79,16;0;0;73,76;0
3845;TRIBUTADO;NACIONAL;81,22;82,27;0;85,28;0;0;0;0;0;0;0;0;0;78,09;74,33;78,59;79,09;79,09;81,17;0;81,23;0
3874;TRIBUTADO;IMPORTADO;19,17;19,42;0;17,85;0;19,12;0;19,24;19,36;0;0;19,88;0;19,28;16,85;0;20,51;20,51;0;0;19,16;0
3875;TRIBUTADO;NACIONAL;35,48;35,94;0;35,67;0;0;0;0;0;0;0;0;0;34,05;32,39;34,27;34,49;34,49;35,41;0;37,01;0
3876;TRIBUTADO;NACIONAL;87,86;89;0;88,38;0;0;0;0;0;0;0;0;0;84,31;80,2;84,85;85,41;85,41;87,68;0;91,65;0
3877;TRIBUTADO;NACIONAL;173,67;175,93;0;174,6;0;0;0;0;0;0;0;0;0;166,65;158,52;167,73;168,82;168,82;173,32;0;181,15;0
3878;TRIBUTADO;NACIONAL;449,26;455,58;0;455,58;0;0;0;0;0;0;0;0;0;449,26;449,26;452,4;455,58;455,58;468,77;0;449,26;0
3883;TRIBUTADO;IMPORTADO;171,42;173,83;0;173,83;0;171,42;0;172,61;173,83;0;0;178,86;0;171,42;171,42;0;173,83;173,83;0;0;171,42;0
3926;TRIBUTADO;IMPORTADO;0;0;0;0;0;12179,77;0;12264,84;12351,1;0;0;12708,69;0;12179,77;12179,77;0;12351,1;12351,1;0;0;12179,77;0
3928;TRIBUTADO;NACIONAL;465,7;471,67;0;446,36;0;0;0;0;0;0;0;0;0;441,85;415,19;444,7;447,59;447,59;459,52;0;486,16;0
3934;TRIBUTADO;NACIONAL;3403,754243;3445,262319;0;3445,262319;0;0;0;0;0;0;0;0;0;3403,754243;3403,754243;3424,376016;3445,262319;3445,262319;3531,395314;0;3403,754243;0
3938;ISENTO;NACIONAL;5466,41;5466,41;5466,41;5466,41;0;5466,41;5834,93;5466,41;5466,41;0;0;5466,41;0;0;5466,41;0;5466,41;5466,41;0;0;5466,41;5466,41
3982;TRIBUTADO;IMPORTADO;291,42;295,53;0;295,53;0;291,42;0;293,45;295,53;0;0;304,08;0;291,42;291,42;0;295,53;295,53;0;0;291,42;0
3983;TRIBUTADO;IMPORTADO;392,35;397,86;0;397,86;0;392,35;0;395,09;397,86;0;0;409,39;0;392,35;392,35;0;397,86;397,86;0;0;392,35;0
3984;TRIBUTADO;IMPORTADO;582,87;591,07;0;591,07;0;582,87;0;586,94;591,07;0;0;0;0;582,87;582,87;586,94;591,07;591,07;608,18;0;582,87;0
4047;TRIBUTADO;NACIONAL;19598,15;19873,84;0;19720,66;0;0;0;0;0;0;0;0;0;19030,68;18102,35;19153,45;19277,83;19277,83;19791,9;0;19598,15;0
4093;TRIBUTADO;IMPORTADO;4999,82;5064,75;0;4668,76;0;4999,68;0;5031,93;5064,61;0;0;5199,66;0;5170,66;4359,55;0;5514,29;5514,29;0;0;4999,77;0
4094;TRIBUTADO;IMPORTADO;395,58;400,72;0;369,39;0;395,57;0;398,13;400,7;0;0;411,39;0;409,09;344,92;0;436,28;436,28;0;0;395,58;0
4095;TRIBUTADO;IMPORTADO;988,95;1001,79;0;923,47;0;988,92;0;995,3;1001,76;0;0;1028,48;0;1022,74;862,31;0;1090,71;1090,71;0;0;988,94;0
4096;TRIBUTADO;IMPORTADO;202,01;204,63;0;189,77;0;203,23;0;204,54;205,87;0;0;211,35;0;204,54;203,23;0;218,13;218,13;0;0;203,23;0
4097;TRIBUTADO;IMPORTADO;992,67;1005,57;0;923,47;0;988,92;0;999,3;1001,76;0;0;1028,48;0;1026,59;872,94;0;1090,34;1090,34;0;0;992,67;0
4100;TRIBUTADO;IMPORTADO;131,89;133,62;0;122,87;0;131,88;0;132,74;133,62;0;0;137,23;0;132,74;112,83;0;141,58;141,58;0;0;131,88;0
4108;TRIBUTADO;NACIONAL;3403,754243;3445,262319;0;3445,262319;0;0;0;0;0;0;0;0;0;3403,754243;3403,754243;3424,376016;3445,262319;3445,262319;3531,395314;0;3403,754243;0
4110;TRIBUTADO;NACIONAL;71,57;72,52;0;71,62;0;0;0;0;0;0;0;0;0;68,66;65,22;69,11;69,57;69,57;71,48;0;71,62;0
4112;TRIBUTADO;IMPORTADO;2237,019714;2264,3;0;2264,3;0;2237,019714;0;2250,576078;2264,3;0;0;2320,9075;0;2237,02;2237,019714;0;2264,3;2264,3;0;0;2237,019714;0
4113;ISENTO;NACIONAL;591,95;591,95;591,95;591,95;0;591,95;627,467;591,95;591,95;0;0;591,95;0;0;591,95;0;591,95;591,95;0;0;591,95;591,95
4114;ISENTO;NACIONAL;2959,78;2959,78;2959,78;2959,78;0;2959,78;3137,3668;2959,78;2959,78;0;0;2959,78;0;0;2959,78;0;2959,78;2959,78;0;0;2959,78;2959,78
4115;ISENTO;NACIONAL;4122,71;4122,71;4122,71;4122,71;0;4122,71;4370,0726;4122,71;4122,71;0;0;4122,71;0;0;4122,71;0;4122,71;4122,71;0;0;4122,71;4122,71
4116;ISENTO;NACIONAL;5300,8654;5300,8654;5300,8654;5300,8654;0;5300,8654;5618,917324;5300,8654;5300,8654;0;0;5300,8654;0;0;5300,8654;0;5300,8654;5300,8654;0;0;5300,8654;5300,8654
4117;ISENTO;NACIONAL;7251,56;7251,56;7251,56;7251,56;0;7251,56;7686,6536;7251,56;7251,56;0;0;7251,56;0;0;7251,56;0;7251,56;7251,56;0;0;7251,56;7251,56
4120;ISENTO;IMPORTADO;82;82;82;82;0;82;96,35;82;82;0;0;82;0;0;82;0;82;82;0;0;82;82
4121;ISENTO;IMPORTADO;303,27;303,27;303,27;303,27;0;303,27;356,35;303,27;303,27;0;0;303,27;0;0;303,27;0;303,27;303,27;0;0;303,27;303,27
4122;ISENTO;NACIONAL;147,97;147,97;147,97;147,97;0;147,97;156,8482;147,97;147,97;0;0;147,97;0;0;147,97;0;147,97;147,97;0;0;147,97;147,97
4123;TRIBUTADO;NACIONAL;765,25;776;0;776;0;0;0;0;0;0;0;0;0;765,25;765,250236;770,59;776;776;798,47;0;765,25;0
4124;TRIBUTADO;NACIONAL;6121,99;6208,11;0;6208,11;0;0;0;0;0;0;0;0;0;6121,99;6121,991044;6164,74;6208,11;6208,11;6387,84;0;6121,99;0
4126;ISENTO;NACIONAL;524,63;524,63;524,63;524,63;0;524,63;556,1078;524,63;524,63;0;0;524,63;0;0;524,63;0;524,63;524,63;0;0;524,63;524,63
4127;ISENTO;NACIONAL;3309,37;3309,37;3309,37;3309,37;0;3309,37;3309,37;3309,37;3309,37;0;0;3309,37;0;0;3309,37;0;3309,37;3309,37;0;0;3309,37;3309,37
4128;ISENTO;NACIONAL;5090,98;5090,98;5090,98;5090,98;0;5090,98;5090,98;5090,98;5090,98;0;0;5090,98;0;0;5090,98;0;5090,98;5090,98;0;0;5090,98;5090,98
4129;ISENTO;NACIONAL;6872,77;6872,77;6872,77;6872,77;0;6872,77;6872,77;6872,77;6872,77;0;0;6872,77;0;0;6872,77;0;6872,77;6872,77;0;0;6872,77;6872,77
4149;TRIBUTADO;IMPORTADO;31,21;31,61;0;31;0;31,21;0;31,41;31,61;0;0;32,44;0;31,8;26,96;0;33,92;33,92;0;0;32,42;0
4162;ISENTO;NACIONAL;624,34;624,34;624,34;624,34;0;624,34;661,8004;624,34;624,34;0;0;624,34;0;0;624,34;0;624,34;624,34;0;0;624,34;624,34
4167;ISENTO;IMPORTADO;156,41;156,41;156,41;156,41;156,41;156,41;183,45;156,41;156,41;0;0;156,41;0;0;156,41;0;156,41;156,41;0;0;156,41;156,41
4168;ISENTO;IMPORTADO;782,18;782,18;782,18;782,18;782,18;782,18;917,37;782,18;782,18;0;0;782,18;0;0;782,18;0;782,18;782,18;0;0;782,18;782,18
4173;ISENTO (EXCETO EM DF);IMPORTADO;660,79;660,79;660,79;660,79;0;775;775;660,79;775;0;0;660,79;0;0;775;0;775;775;0;0;660,79;660,79
4174;TRIBUTADO;IMPORTADO;237,93;240,83;0;240,83;0;237,93;0;239,37;240,83;0;0;246,85;0;237,93;237,93;0;240,83;240,83;0;0;237,93;0
4179;TRIBUTADO;NACIONAL;5,63;5,7;0;5,66;0;0;0;0;0;0;0;0;0;5,39;5,13;5,43;5,46;5,46;5,61;0;5,87;0
4180;TRIBUTADO;IMPORTADO;249,66;252,86;0;240,28;0;249,67;0;251,26;252,87;0;0;259,52;0;251,25;217,83;0;267,94;267,94;0;0;249,66;0
4183;TRIBUTADO;NACIONAL;191,75;194,21;0;198,65;0;0;0;0;0;0;0;0;0;173,5;165,14;174,61;175,73;175,73;180,35;0;191,76;0
4185;TRIBUTADO;IMPORTADO;217,23;220,01;0;203,3;0;217,22;0;218,6;220;0;0;225,79;0;218,6;189,52;0;233,11;233,11;0;0;217,22;0
4186;ISENTO;NACIONAL;26,29;26,29;26,29;26,29;0;26,29;28,06;26,29;26,29;0;0;26,29;0;0;26,29;0;26,29;26,29;0;0;26,29;26,29
4187;ISENTO;NACIONAL;46,81;46,81;46,81;46,81;0;46,81;54,9;46,81;46,81;0;0;46,81;0;0;46,81;0;46,81;46,81;0;0;46,81;46,81
4189;TRIBUTADO;IMPORTADO;53,82362496;54,48;0;54,48;0;53,82362496;0;54,14979672;54,48;0;0;55,842;0;53,82;53,82362496;0;54,48;54,48;0;0;53,82362496;0
4193;ISENTO;NACIONAL;1084,13;1084,13;1084,13;1084,13;0;1084,13;1156,41;1084,13;1084,13;0;0;1084,13;0;0;1084,13;0;1084,13;1084,13;0;0;1084,13;1084,13
4196;ISENTO;IMPORTADO;164,47;164,47;164,47;164,47;0;164,47;162,57;164,47;164,47;0;0;164,47;0;0;164,47;0;164,47;164,47;0;0;164,47;164,47
4197;ISENTO;IMPORTADO;13429,4;13429,4;13429,4;13429,4;0;13429,4;0;13429,4;13429,4;0;0;13429,4;0;0;13429,4;0;13429,4;13429,4;0;0;13429,4;13429,4
4209;TRIBUTADO;NACIONAL;45,6;46,21;0;45,63;0;0;0;0;0;0;0;0;0;43,74;41,55;44,03;44,33;44,33;45,54;0;46,58;0
4214;TRIBUTADO;NACIONAL;1659,11;1679,34;0;1679,34;0;0;0;0;0;0;0;0;0;1659,11;1659,11;1669,16;1679,34;1679,34;1721,33;0;1659,11;0
4218;TRIBUTADO;IMPORTADO;4647,75;4713,13;0;4713,13;0;4647,75;0;4680,21;4713,13;0;0;4849,58;0;4647,75;4647,75;0;4713,13;4713,13;0;0;4647,75;0
4220;ISENTO;NACIONAL;338;338;338;338;0;338;358,28;338;338;0;0;338;0;0;338;0;338;338;0;0;338;338
4225;ISENTO;NACIONAL;609,06;609,06;609,06;609,06;0;609,06;645,6036;609,06;609,06;0;0;609,06;0;0;609,06;0;609,06;609,06;0;0;609,06;609,06
4227;TRIBUTADO;IMPORTADO;36,42;36,93;0;36,93;0;36,42;0;36,67;36,93;0;0;38;0;36,42;36,42;0;36,93;36,93;0;0;36,42;0
4230;TRIBUTADO;IMPORTADO;942,92;955,66;0;874,23;0;942,89;0;949,22;955,63;0;0;1012,89;0;949,24;820,57;0;1012,59;1012,59;0;0;942,91;0
4231;TRIBUTADO;IMPORTADO;144;144;0;144;0;144;0;144;144;0;0;144;0;144;144;0;144;144;0;0;144;0
4240;TRIBUTADO;IMPORTADO;0;0;0;42985,678;0;42389,386;0;42685,457;42985,678;0;0;0;0;42389,39;0;0;42985,68;42985,68;0;0;0;0
4244;TRIBUTADO;NACIONAL;16,54;16,74;0;16,74;0;0;0;0;0;0;0;0;0;16,54;16,54;16,64;16,74;16,74;17,16;0;16,54;0
4253;ISENTO;NACIONAL;0;0;0;373,5;0;373,5;398,68;373,5;373,5;0;0;373,5;0;0;373,5;0;373,5;373,5;0;0;0;373,5
4254;ISENTO;NACIONAL;0;0;0;1028,97;0;1028,97;1098,34;1028,97;1028,97;0;0;1028,97;0;0;1028,97;0;1028,97;1028,97;0;0;0;1028,97
4256;ISENTO;NACIONAL;43,52323853;43,52323853;43,52323853;43,52323853;0;43,52323853;46,13463284;43,52323853;43,52323853;0;0;43,52323853;0;0;43,52323853;0;43,52323853;43,52323853;0;0;43,52323853;43,52323853
4257;ISENTO;NACIONAL;128,0328976;128,0328976;128,0328976;128,0328976;0;128,0328976;135,7148715;128,0328976;128,0328976;0;0;128,0328976;0;0;128,0328976;0;128,0328976;128,0328976;0;0;128,0328976;128,0328976
4258;ISENTO;NACIONAL;190,3224763;190,3224763;190,3224763;190,3224763;0;190,3224763;201,7418249;190,3224763;190,3224763;0;0;190,3224763;0;0;190,3224763;0;190,3224763;190,3224763;0;0;190,3224763;190,3224763
4275;TRIBUTADO;IMPORTADO;46,98;47,64;0;47,64;0;46,98;0;47,31;47,64;0;0;49,02;0;46,98;46,98;0;47,64;47,64;0;0;46,98;0
4276;TRIBUTADO;IMPORTADO;243,7;247,14;0;247,14;0;243,7;0;245,41;247,14;0;0;254,29;0;243,7;243,7;0;247,14;247,14;0;0;243,7;0
4285;TRIBUTADO;NACIONAL;2901,56;2940,25;0;2884,06;0;0;0;0;0;0;0;0;0;2807,82;2667,42;2826,41;2845,25;2845,25;2923,21;0;3027,46;0
4288;TRIBUTADO;NACIONAL;4040,04;4093,91;0;4042,78;0;0;0;0;0;0;0;0;0;3893,15;3698,49;3918,93;3945,06;3945,06;4053,14;0;4214,17;0
4289;TRIBUTADO;NACIONAL;1992,44;2019,01;0;1980,44;0;0;0;0;0;0;0;0;0;1923,76;1827,57;1936,5;1949,41;1949,41;2002,81;0;1942,69;0
4290;TRIBUTADO;NACIONAL;1535,21;1555,68;0;1525,95;0;0;0;0;0;0;0;0;0;1601,83;1483,2;1409,04;1493,03;1493,03;1502,98;0;1544,16;0
4291;TRIBUTADO;IMPORTADO;772,6;782,02;0;782,02;0;772,6;0;777,29;782,02;0;0;801,57;0;772,6;772,6;0;782,02;782,02;0;0;772,6;0
4295;TRIBUTADO;NACIONAL;137,7591;137,7591;0;137,7591;0;0;0;0;0;0;0;0;0;137,7591;137,7591;137,7591;137,7591;137,7591;137,7591;0;137,7591;0
4306;ISENTO;NACIONAL;1693,65;1693,65;1693,65;1693,65;0;1693,65;1795,269;1693,65;1693,65;0;0;1693,65;0;0;1693,65;0;1693,65;1693,65;0;0;1693,65;1693,65
4307;TRIBUTADO;IMPORTADO;15304,57;15519,85;0;15519,85;0;15304,57;0;15411,46;15519,85;0;0;15969,18;0;15304,57;15304,57;0;15519,85;15519,85;0;0;15304,57;0
4308;TRIBUTADO;IMPORTADO;27701,36;28061,11;0;25817,97;0;27647,91;0;27826,29;28006,98;0;0;28753,83;0;27880,07;27597,41;0;29822,84;29822,84;0;0;27597,41;0
4309;TRIBUTADO;IMPORTADO;27701,36;28061,11;0;25817,97;0;27647,91;0;27826,29;28006,98;0;0;28753,83;0;27880,07;27597,41;0;29822,84;29822,84;0;0;27597,41;0
4311;ISENTO;NACIONAL;72,71;72,71;72,71;72,71;0;72,71;0;72,71;72,71;0;0;72,71;0;0;72,71;0;72,71;72,71;0;0;72,71;72,71
4312;TRIBUTADO;IMPORTADO;101,65;103,07;0;103,07;0;101,65;0;102,36;103,07;0;0;106,07;0;101,65;101,65;0;103,07;103,07;0;0;101,65;0
4313;TRIBUTADO;NACIONAL;4688,25;4747,59;0;4865,85;0;0;0;0;0;0;0;0;0;4504,76;4290,24;4533,09;4561,78;4561,78;4680,27;0;4688,34;0
4314;ISENTO;NACIONAL;8504,98;8504,98;8504,98;8504,98;0;8504,98;0;8504,98;8504,98;0;0;8504,98;0;0;8504,98;0;8504,98;8504,98;0;0;8504,98;8504,98
4329;TRIBUTADO;NACIONAL;17,52;17,74;0;18,11;0;0;0;0;0;0;0;0;0;16,83;16,01;16,94;17,05;17,05;17,51;0;17,51;0
4333;TRIBUTADO;NACIONAL;256,75;260,08;0;258,14;0;0;0;0;0;0;0;0;0;246,36;234,34;247,94;249,55;249,55;256,21;0;267,81;0
4335;TRIBUTADO;IMPORTADO;1874,69;1897,55;0;1897,55;0;1874,69;0;1886,05;1897,55;0;0;1944,99;0;1874,69;1874,69;0;1897,55;1897,55;0;0;1874,69;0
4339;TRIBUTADO;IMPORTADO;740,53;749,56;0;749,56;0;740,53;0;745,02;749,56;0;0;768,3;0;740,53;740,53;0;749,56;749,56;0;0;740,53;0
4346;TRIBUTADO;NACIONAL;13,7;13,87;0;13,87;0;0;0;0;0;0;0;0;0;13,7;13,7;13,78;13,87;13,87;14,21;0;13,7;0
4350;TRIBUTADO;IMPORTADO;194,83;197,36;0;181,41;0;194,27;0;195,52;197,79;0;0;202,04;0;195,9;171,16;0;208,45;208,45;0;0;194,64;0
4354;TRIBUTADO;IMPORTADO;98,99;100,2;0;100,2;0;98,99;0;99,59;100,2;0;0;102,71;0;98,99;98,99;0;100,2;100,2;0;0;98,99;0
4381;TRIBUTADO;NACIONAL;0;0;0;13351;0;0;0;0;0;0;0;0;0;12735,63;0;12817,79;12901,02;12901,02;0;0;0;0
4383;TRIBUTADO;IMPORTADO;11436,94;11576,41;0;11576,41;0;11436,94;0;11506,25;11576,41;0;0;11865,83;0;11436,94;11436,94;0;11576,41;11576,41;0;0;11436,94;0
4384;TRIBUTADO;IMPORTADO;19054,04;19286,41;0;19286,41;0;19054,04;0;19169,52;19286,41;0;0;19768,58;0;19054,04;19054,04;0;19286,41;19286,41;0;0;19054,04;0
4385;TRIBUTADO;NACIONAL;3686,1;3733,97;0;3684,36;0;0;0;0;0;0;0;0;0;3553,28;3379,94;3576,2;3599,42;3599,42;3695,41;0;3734,93;0
4386;TRIBUTADO;IMPORTADO;919,02;930,8;0;860,12;0;943,26;0;949,27;955,36;0;0;980,5;0;950,66;801,83;0;815,76;815,76;0;0;919,02;0
4387;TRIBUTADO;NACIONAL;59,28;60,11;0;60,11;0;0;0;0;0;0;0;0;0;59,28;59,28;59,69;60,11;60,11;61,85;0;59,28;0
4388;TRIBUTADO;NACIONAL;63,44;64,33;0;64,33;0;0;0;0;0;0;0;0;0;63,44;63,44;63,89;64,33;64,33;66,2;0;63,44;0
4390;ISENTO;IMPORTADO;0;0;0;34,41;0;34,41;40,29;34,41;34,41;0;0;34,41;0;0;0;0;34,41;34,41;0;0;0;34,41
4391;ISENTO;IMPORTADO;0;0;0;57,6;0;57,76;67,43;57,6;57,76;0;0;57,6;0;0;0;0;57,6;57,6;0;0;0;57,6
4392;TRIBUTADO;NACIONAL;18430,51;18669,87;0;18623,84;0;0;0;0;0;0;0;0;0;17766,41;16899,76;17881,04;17997,15;17997,15;18477,07;0;18674,77;0
4394;TRIBUTADO;NACIONAL;0;0;0;0;0;0;0;0;0;0;0;0;0;31,4;29,88;31,6;31,8;31,8;32,64;0;34,14;0
4395;TRIBUTADO;IMPORTADO;215,48;218,24;0;201,67;0;215,47;0;216,85;218,24;0;0;223,98;0;216,85;215,48;0;231,24;231,24;0;0;215,48;0
4396;TRIBUTADO;NACIONAL;17,88;18,13;0;18,13;0;0;0;0;0;0;0;0;0;17,88;17,88;18,01;18,13;18,13;18,66;0;17,88;0
4399;TRIBUTADO;IMPORTADO;324,66;329,3;0;199,97;0;324,67;0;297,44;329,31;0;0;338,99;0;326,97;183,91;0;377,02;377,02;0;0;183,26;0
4401;ISENTO;NACIONAL;94,5;94,5;94,5;94,5;0;94,5;100,87;94,5;94,5;0;0;94,5;0;0;94,5;0;94,5;94,5;0;0;94,5;94,5
4402;TRIBUTADO;NACIONAL;0;0;0;4167,6;0;0;0;0;0;0;0;0;0;3975,51;0;4001,16;4027,14;4027,14;0;0;0;0
4403;TRIBUTADO;IMPORTADO;16170,86;16398,34;0;16398,34;0;16170,86;0;16283,81;16398,34;0;0;16873,1;0;16170,86;16170,86;0;16398,34;16398,34;0;0;16170,86;0
4405;TRIBUTADO;NACIONAL;3436,9126;3485,2662;0;3485,2662;0;0;0;0;0;0;0;0;0;3436,9126;3436,9126;3460,9202;3485,2662;3485,2662;0;0;3436,9126;0
4406;TRIBUTADO;NACIONAL;8592,3144;8713,189;0;8713,189;0;0;0;0;0;0;0;0;0;8592,3144;8592,3144;8652,3334;8713,189;8713,189;0;0;8592,3144;0
4407;TRIBUTADO;NACIONAL;0;0;0;0;0;0;0;0;0;0;0;0;0;3656,73;3656,73;3682,27;3708,17;3708,17;3815,53;0;3656,73;0
4408;TRIBUTADO;NACIONAL;0;0;0;0;0;0;0;0;0;0;0;0;0;7313,5;7313,5;7364,58;7416,37;7416,37;7631,09;0;7313,5;0
4411;TRIBUTADO;IMPORTADO;636,63;645,59;0;645,59;0;636,63;0;641,08;645,59;0;0;664,28;0;636,63;636,63;0;645,59;645,59;0;0;636,63;0
4415;TRIBUTADO;IMPORTADO;35679,17;36136,6;0;33328,88;0;35610,34;0;35837,15;36066,88;0;0;37016,01;0;35906,43;35545,28;0;38405,31;38405,31;0;0;35545,28;0
4416;TRIBUTADO;IMPORTADO;27275,14;27658,82;0;27658,82;0;27275,14;0;27465,64;27658,82;0;0;28459,59;0;27275,14;27275,14;0;27658,82;27658,82;0;0;27275,14;0
4417;TRIBUTADO;IMPORTADO;33708,06;34182,24;0;34182,24;0;33708,06;0;33943,5;34182,24;0;0;35171,88;0;33708,06;33708,06;0;34182,24;34182,24;0;0;33708,06;0
4420;TRIBUTADO;IMPORTADO;117,42;119,07;0;119,07;0;117,42;0;118,23;119,07;0;0;122,51;0;117,42;117,42;0;119,07;119,07;0;0;117,42;0
4421;TRIBUTADO;IMPORTADO;484,61;490,9;0;451,24;0;485,06;0;488,19;491,36;0;0;504,47;0;487,29;425,77;0;520,47;520,47;0;0;484,16;0
4422;TRIBUTADO;IMPORTADO;0;0;0;0;0;82,98;0;83,51;84,05;0;0;86,26;0;83,51;72,4;0;89,06;89,06;0;0;82,98;0
4429;TRIBUTADO;IMPORTADO;331,2;335,45;0;309,97;0;331,19;0;333,3;335,44;0;0;344,26;0;333,31;315,23;0;355,43;355,43;0;0;331,2;0
4431;TRIBUTADO;IMPORTADO;8685,85;8808,03;0;8808,03;0;8685,85;0;8746,51;8808,03;0;0;9063,04;0;0;8685,85;0;0;0;0;0;8685,85;0
4433;TRIBUTADO;IMPORTADO;76251,61;77324,24;0;77324,24;0;76251,61;0;76784,19;77324,24;0;0;79562,93;0;76251,61;76251,61;0;77324,24;77324,24;0;0;76251,61;0
4438;TRIBUTADO;IMPORTADO;23994,04;24331,57;0;24331,57;0;23994,04;0;24161,63;24331,57;0;0;25036,01;0;23994,04;23994,04;0;24331,57;24331,57;0;0;23994,04;0
4442;TRIBUTADO;NACIONAL;1388,27;1388,27;0;1388,27;0;0;0;0;0;0;0;0;0;1388,27;1388,27;1388,27;1388,27;1388,27;1388,27;0;1388,27;0
4445;TRIBUTADO;NACIONAL;1785,36;1809,49;0;1895,08;0;0;0;0;0;0;0;0;0;1865,82;1771,35;1878,35;1891,04;1891,04;1943,57;0;1994,16;0
4452;TRIBUTADO;NACIONAL;1136,5;1151,46;0;1205,94;0;0;0;0;0;0;0;0;0;1092,08;1038,15;1099,22;1106,45;1106,45;1136,36;0;1189,21;0
4453;TRIBUTADO;NACIONAL;2378,42;2411,88;0;2411,88;0;0;0;0;0;0;0;0;0;2378,42;2378,42;2395,04;2411,88;2411,88;2481,71;0;2378,42;0
4454;TRIBUTADO;IMPORTADO;550,77;557,92;0;514,3;0;550,75;0;554,3;557,9;0;0;572,78;0;562,59;480,22;0;569,44;569,44;0;0;550,77;0
4455;TRIBUTADO;IMPORTADO;1002,67;1015,69;0;936,28;0;1002,65;0;1009,11;1015,67;0;0;1042,75;0;1024,18;874,22;0;1054,16;1054,16;0;0;1002,67;0
4468;TRIBUTADO;NACIONAL;14602,9;14790,11;0;13996,5;0;0;0;0;0;0;0;0;0;13854,98;13019,05;13944,35;14034,87;14034,87;14409,04;0;15437,34;0
