CODIGO_INTERNO;             ;             FAB;             VALIDADE      ;             ESTOQUE     
6895         ;0016397                       ;090922    ;300924    ;540       
6895         ;0016398                       ;090922    ;300924    ;550       
6895         ;0016446                       ;120922    ;300924    ;560       
6895         ;0016447                       ;120922    ;300924    ;550       
6895         ;0016448                       ;120922    ;300924    ;580       
6895         ;0016450                       ;120922    ;300924    ;550       
6895         ;0016451                       ;120922    ;300924    ;540       
6895         ;0016453                       ;120922    ;300924    ;560       
6895         ;0016454                       ;120922    ;300924    ;560       
6895         ;0016520                       ;140922    ;300924    ;540       
6895         ;0016686                       ;200922    ;300924    ;310       
6895         ;0016816                       ;011022    ;300924    ;500       
6895         ;0016817                       ;011022    ;300924    ;540       
6895         ;0016818                       ;011022    ;300924    ;530       
6895         ;0016819                       ;011022    ;300924    ;530       
6895         ;0016820                       ;011022    ;300924    ;520       
6895         ;0016960                       ;041022    ;031024    ;540       
6895         ;0016961                       ;041022    ;031024    ;560       
6895         ;0016962                       ;041022    ;031024    ;540       
6895         ;0016963                       ;041022    ;031024    ;540       
6895         ;0016964                       ;041022    ;031024    ;520       
6895         ;0016965                       ;041022    ;031024    ;540       
6895         ;0016970                       ;051022    ;041024    ;560       
6895         ;0016971                       ;051022    ;041024    ;550       
6895         ;0016972                       ;051022    ;041024    ;550       
6895         ;0016973                       ;051022    ;041024    ;440       
7084         ;DFD0727A                      ;010222    ;300124    ;827       
7084         ;DFD0755A                      ;010222    ;300124    ;78        
7084         ;DFD1649A                      ;010422    ;300324    ;341       
7084         ;DFD1863A                      ;010522    ;300424    ;111       
7084         ;DFD2390A                      ;010622    ;300524    ;339       
7084         ;DFD2429A                      ;010622    ;310524    ;209       
7099         ;DFD1923A                      ;010522    ;300424    ;645       
7099         ;DFD2466A                      ;010622    ;300524    ;614       
7099         ;DFD2466A                      ;010622    ;310524    ;376       
7099         ;DFD2486A                      ;010622    ;310524    ;127       
7136         ;0016757                       ;230922    ;220924    ;22        
7136         ;0016757                       ;230922    ;300924    ;140       
7153         ;0013266                       ;190422    ;300424    ;181       
7153         ;0014178                       ;030622    ;300624    ;1900      
7153         ;0014179                       ;030622    ;300624    ;1450      
7160         ;0012718                       ;210322    ;300324    ;444       
7172         ;0012074                       ;010322    ;300324    ;26        
7172         ;0016618                       ;150922    ;300924    ;622       
7189         ;22F27U                        ;270622    ;300624    ;25        
7223         ;28475A                        ;010521    ;300523    ;15        
7425         ;22020507                      ;010222    ;280224    ;12        
7426         ;21G16B                        ;050721    ;300723    ;10        
7554         ;O22387                        ;110822    ;300824    ;40        
7598         ;B20D1884                      ;010420    ;300423    ;4         
7612         ;0714/22                       ;250722    ;300624    ;56        
7633         ;0014807                       ;050722    ;300724    ;151       
7633         ;0016054                       ;010922    ;300924    ;540       
7633         ;0016055                       ;010922    ;300924    ;361       
7633         ;0016758                       ;230922    ;300924    ;169       
7648         ;0014397                       ;140622    ;300624    ;34        
7648         ;0015981                       ;230822    ;300824    ;40        
7661         ;BD-010/22                     ;140322    ;280224    ;50        
7693         ;PTD0985A                      ;010322    ;280224    ;8024      
7693         ;PTD0986A                      ;010322    ;280224    ;1076      
7693         ;PTD1350A                      ;010422    ;300324    ;72        
7693         ;PTD1351A                      ;010422    ;300324    ;4788      
7748         ;114227                        ;010521    ;300523    ;184       
7748         ;114228                        ;010521    ;300523    ;57        
7785         ;0007964                       ;080921    ;300923    ;242       
7785         ;0007965                       ;080921    ;300923    ;209       
7785         ;0007966                       ;080921    ;300923    ;180       
7785         ;2106010                       ;010621    ;300623    ;8         
7789         ;22100225                      ;290922    ;300924    ;500       
7801         ;05/21                         ;151221    ;301123    ;41        
7801         ;07/21                         ;151221    ;301123    ;58        
7801         ;156/22                        ;020522    ;300424    ;57        
7801         ;157/22                        ;030522    ;300424    ;57        
7801         ;158/22                        ;030522    ;300424    ;60        
7801         ;159/22                        ;030522    ;300424    ;58        
7801         ;160/22                        ;030522    ;300424    ;59        
7801         ;161/22                        ;040522    ;300424    ;58        
7801         ;162/22                        ;040522    ;300424    ;59        
7801         ;163/22                        ;040522    ;300424    ;59        
7801         ;164/22                        ;040522    ;300424    ;60        
7801         ;165/22                        ;040522    ;300424    ;59        
7801         ;166/22                        ;050522    ;300424    ;59        
7801         ;167/22                        ;050522    ;300424    ;59        
7801         ;168/22                        ;050522    ;300424    ;59        
7801         ;169/22                        ;060522    ;300424    ;60        
7801         ;170/22                        ;060522    ;300424    ;59        
7801         ;171/22                        ;060522    ;300424    ;59        
7801         ;172/22                        ;060522    ;300424    ;59        
7801         ;173/22                        ;060522    ;300424    ;59        
7801         ;174/22                        ;080522    ;300424    ;48        
7801         ;175/22                        ;090522    ;300424    ;59        
7801         ;176/22                        ;090522    ;300424    ;60        
7801         ;177/22                        ;090522    ;300424    ;59        
7801         ;181/21                        ;310521    ;300423    ;12        
7801         ;181/21                        ;310521    ;300423    ;40        
7801         ;188/21                        ;080621    ;300523    ;2         
7801         ;190/21                        ;080621    ;300523    ;60        
7801         ;195/21                        ;100621    ;300523    ;33        
7801         ;213/22                        ;250522    ;300424    ;60        
7801         ;214/22                        ;260522    ;300424    ;59        
7801         ;215/22                        ;260522    ;300424    ;58        
7801         ;216/22                        ;260522    ;300424    ;60        
7801         ;217/22                        ;260522    ;300424    ;59        
7801         ;218/22                        ;260522    ;300424    ;60        
7801         ;219/22                        ;270522    ;300424    ;59        
7801         ;220/22                        ;270522    ;300424    ;59        
7801         ;221/22                        ;270522    ;300424    ;60        
7801         ;253/21                        ;190721    ;300623    ;45        
7801         ;254/21                        ;200721    ;300623    ;59        
7801         ;255/21                        ;200721    ;300623    ;58        
7801         ;256/21                        ;200721    ;300623    ;39        
7801         ;257/21                        ;200721    ;300623    ;60        
7801         ;258/21                        ;200721    ;300623    ;60        
7801         ;259/21                        ;210721    ;300623    ;60        
7827         ;21J16I                        ;191021    ;301023    ;22        
7827         ;22C326                        ;170222    ;280224    ;37        
7827         ;22C327                        ;170222    ;280224    ;180       
7831         ;22F17J                        ;060622    ;300624    ;1356      
7831         ;22F31E                        ;040622    ;300624    ;768       
7831         ;22I984                        ;240822    ;300824    ;1008      
7847         ;22F351                        ;030622    ;300624    ;135       
7847         ;22F44S                        ;210622    ;300624    ;105       
7847         ;22F45S                        ;210622    ;300624    ;37        
7847         ;22F46S                        ;210622    ;300624    ;109       
7847         ;22F83P                        ;210622    ;300624    ;165       
7847         ;22G262                        ;210622    ;300624    ;169       
7867         ;21050669                      ;010421    ;300423    ;73        
7926         ;22000506                      ;010222    ;280224    ;361       
7926         ;22001352                      ;230322    ;300324    ;192       
7926         ;22001353                      ;230322    ;300324    ;504       
7943         ;0009409                       ;011121    ;301123    ;740       
7943         ;0016152                       ;010922    ;300924    ;1400      
7972         ;220637                        ;010822    ;300824    ;200       
7978         ;22G334                        ;010722    ;300724    ;670       
7981         ;22D763                        ;060422    ;300424    ;507       
7981         ;22H940                        ;080822    ;300824    ;1008      
7995         ;22F14E                        ;100622    ;300624    ;79        
7995         ;22F16E                        ;100622    ;300624    ;62        
7995         ;22G22K                        ;060722    ;300724    ;8         
7995         ;22G72G                        ;060722    ;300724    ;65        
7995         ;22G74G                        ;060722    ;300724    ;74        
8012         ;22G12R                        ;200722    ;300724    ;200       
8036         ;0168/22                       ;230222    ;300124    ;32        
8045         ;22H247                        ;010822    ;300824    ;548       
8059         ;2102023                       ;010221    ;280223    ;67        
8134         ;0016839                       ;011022    ;301024    ;159       
8159         ;22F15F                        ;070622    ;300624    ;13        
8217         ;AP22B041                      ;040222    ;280224    ;3         
8260         ;2040270                       ;160422    ;150424    ;189       
8281         ;4746                          ;010320    ;300325    ;9024      
8282         ;4363                          ;011119    ;301124    ;65        
8283         ;4631                          ;010220    ;280225    ;4824      
8283         ;4713                          ;010320    ;300325    ;4200      
8284         ;5213                          ;010620    ;300625    ;130       
8286         ;4832                          ;010320    ;300325    ;48        
8287         ;4202                          ;010819    ;300824    ;274       
8288         ;5070                          ;010520    ;300525    ;32        
8288         ;5070                          ;010520    ;300525    ;260       
8288         ;5091                          ;010520    ;300525    ;220       
8289         ;5182                          ;010620    ;300625    ;60        
8289         ;5264                          ;010720    ;300725    ;120       
8290         ;4532                          ;010120    ;300125    ;780       
8291         ;5867                          ;011120    ;301125    ;58        
8292         ;5807                          ;011020    ;301025    ;329       
8293         ;5977                          ;011220    ;301125    ;640       
8294         ;3695                          ;010119    ;300124    ;2         
8294         ;5173                          ;010620    ;300625    ;13829     
8295         ;5217                          ;010620    ;300825    ;1         
8341         ;O22360                        ;090822    ;300824    ;10        
8341         ;O22719                        ;010922    ;300924    ;432       
8341         ;O22720                        ;010922    ;300924    ;4392      
8348         ;22020102                      ;250322    ;280224    ;726       
8352         ;1070606                       ;131121    ;301123    ;4996      
8364         ;O22135                        ;130722    ;300724    ;169       
8388         ;M2206573                      ;010422    ;300324    ;617       
8389         ;M2201603                      ;011221    ;301123    ;2838      
8390         ;M2117684                      ;011021    ;300923    ;3702      
8394         ;22030165                      ;200422    ;300324    ;140       
8394         ;22030166                      ;060522    ;300324    ;264       
8395         ;21070958                      ;080322    ;300723    ;438       
8398         ;M114618                       ;221221    ;301123    ;3967      
8398         ;M201086                       ;280222    ;310124    ;1776      
8398         ;M201087                       ;280222    ;310124    ;3264      
8405         ;3226422                       ;121121    ;301123    ;2         
8405         ;3226423                       ;161121    ;301123    ;5         
8405         ;3226438                       ;110522    ;300524    ;40        
8406         ;9215252                       ;160821    ;300823    ;12        
8406         ;9215255                       ;100921    ;300923    ;52        
8406         ;9215256                       ;100921    ;300923    ;9         
8406         ;9215258                       ;071021    ;301023    ;6         
8406         ;9215259                       ;080921    ;300923    ;3         
8444         ;22E1B3                        ;240522    ;300524    ;2976      
8444         ;22E1C8                        ;240522    ;300524    ;3120      
8444         ;22E58F                        ;100522    ;300524    ;3096      
8444         ;22E73V                        ;200522    ;300524    ;322       
8444         ;22E78V                        ;200522    ;300524    ;3072      
8444         ;22E94U                        ;200522    ;300524    ;3048      
8444         ;22G09K                        ;120722    ;300724    ;2952      
8444         ;22G28I                        ;110722    ;300724    ;1152      
8444         ;22G39I                        ;110722    ;300724    ;72        
8444         ;22G49J                        ;110722    ;300724    ;3048      
8444         ;22G50J                        ;110722    ;300724    ;3072      
8444         ;22G54T                        ;210722    ;300724    ;3096      
8444         ;22G56T                        ;210722    ;300724    ;1920      
8444         ;22G58C                        ;050722    ;300724    ;648       
8444         ;22G59C                        ;050722    ;300724    ;3000      
8444         ;22G59H                        ;080722    ;300724    ;1680      
8444         ;22G73F                        ;080722    ;300724    ;3024      
8444         ;22G923                        ;010722    ;300724    ;480       
8444         ;22H26E                        ;090822    ;300824    ;3072      
8444         ;22H51D                        ;080822    ;300824    ;1200      
8444         ;22H52D                        ;080822    ;300824    ;3000      
8444         ;22H54D                        ;080822    ;300824    ;2976      
8444         ;22H55D                        ;080822    ;300824    ;3120      
8444         ;22H56D                        ;090822    ;300824    ;2496      
8469         ;22E90Q                        ;130522    ;300524    ;13        
8507         ;O21293                        ;050522    ;300524    ;74        
8507         ;O22238                        ;280722    ;300724    ;1008      
8526         ;LBO                           ;301221    ;301123    ;184       
8526         ;LBW                           ;240222    ;300124    ;250       
8547         ;071722                        ;050822    ;300724    ;7         
8547         ;097922                        ;051022    ;270924    ;32        
8547         ;098022                        ;051022    ;280924    ;33        
8547         ;098122                        ;051022    ;280924    ;33        
8547         ;098222                        ;031022    ;280924    ;33        
8547         ;098322                        ;031022    ;280924    ;33        
8547         ;098422                        ;031022    ;280924    ;33        
8547         ;098522                        ;031022    ;280924    ;3         
8679         ;0311179                       ;250522    ;300524    ;7         
8679         ;0311180                       ;250522    ;300524    ;74        
8679         ;0311181                       ;070622    ;300624    ;355       
8679         ;0311182                       ;070622    ;300624    ;354       
8685         ;JTT                           ;050522    ;300424    ;20        
8716         ;2201614                       ;080222    ;280224    ;1668      
8716         ;2201615                       ;080222    ;280224    ;13        
8737         ;22E13X                        ;200522    ;300524    ;29        
8792         ;21110683                      ;101121    ;301123    ;8         
8792         ;21120660                      ;151221    ;301223    ;112       
8792         ;22070479                      ;010722    ;300724    ;72        
8810         ;210635                        ;010721    ;300723    ;3         
8810         ;210636                        ;010721    ;300723    ;24        
8810         ;210637                        ;010721    ;300723    ;25        
8810         ;210638                        ;010721    ;300723    ;22        
8810         ;220748                        ;010822    ;300824    ;5         
8816         ;0010480                       ;061221    ;301223    ;9         
8816         ;0014484                       ;150622    ;300624    ;49        
8817         ;046/21                        ;010321    ;300324    ;87        
8817         ;078/21                        ;070621    ;300624    ;1         
8817         ;093/21                        ;070721    ;300724    ;110       
8817         ;119/21                        ;151021    ;301024    ;125       
8817         ;120/21                        ;151021    ;301024    ;129       
8817         ;121/21                        ;151021    ;301024    ;129       
8817         ;122/21                        ;151021    ;301024    ;126       
8827         ;22000227                      ;140122    ;300124    ;153       
8844         ;0015917                       ;170822    ;300824    ;38        
8844         ;0016247                       ;060922    ;300924    ;98        
8844         ;0016756                       ;230922    ;300924    ;100       
8846         ;777146                        ;150222    ;280224    ;110       
8882         ;0014618                       ;010722    ;300724    ;135       
8895         ;113083                        ;010521    ;300523    ;1         
8910         ;22F951                        ;310522    ;280224    ;165       
8911         ;22E02K                        ;160522    ;300524    ;23        
8913         ;I459                          ;010621    ;300626    ;544       
8913         ;I498                          ;010621    ;300626    ;8300      
8921         ;0011710                       ;100222    ;280224    ;1         
8921         ;0012544                       ;130322    ;300324    ;85        
8942         ;22A21R                        ;200122    ;300124    ;92        
8951         ;2209706                       ;260422    ;300424    ;2963      
8951         ;2209707                       ;260422    ;300424    ;2880      
8951         ;2209708                       ;260422    ;300424    ;332       
8951         ;2210198                       ;260422    ;300424    ;2853      
8951         ;2213413                       ;100622    ;300624    ;720       
8951         ;2213430                       ;100622    ;300624    ;2404      
8951         ;2213591                       ;140622    ;300624    ;29        
8951         ;2214034                       ;240622    ;300624    ;2368      
8953         ;2201452                       ;050122    ;300723    ;988       
8953         ;2201544                       ;050122    ;300723    ;306       
8955         ;21120267                      ;011221    ;301224    ;2         
8955         ;22070661                      ;010722    ;300725    ;4         
8995         ;22050128                      ;010522    ;300524    ;12        
9002         ;0731/22M                      ;010822    ;300724    ;176       
9015         ;00023015                      ;011020    ;301022    ;7500      
9015         ;00031851                      ;041221    ;301223    ;90        
9015         ;00031851                      ;041221    ;301223    ;27362     
9015         ;00032207                      ;110122    ;300124    ;25200     
9035         ;21C677                        ;230221    ;280223    ;680       
9053         ;0011206                       ;250122    ;300124    ;94        
9053         ;0013606                       ;050522    ;300524    ;160       
9053         ;0013609                       ;050522    ;300524    ;440       
9053         ;0014466                       ;150622    ;300624    ;390       
9087         ;B21K1887                      ;221021    ;301023    ;2732      
9088         ;22C15S                        ;160322    ;300324    ;521       
9101         ;B21H0883                      ;110821    ;300823    ;587       
9103         ;21D23L                        ;010421    ;300123    ;1334      
9103         ;21F167                        ;240521    ;280223    ;10        
9103         ;22H57H                        ;060822    ;300524    ;477       
9123         ;22090222                      ;010922    ;300924    ;438       
9127         ;22070403                      ;010722    ;300724    ;25        
9146         ;2206144                       ;090322    ;300324    ;24        
9155         ;0015538                       ;010822    ;300824    ;3         
9158         ;21L54A                        ;091221    ;301223    ;1         
9175         ;22020519                      ;010222    ;280224    ;26        
9175         ;22090725                      ;140922    ;140924    ;240       
9199         ;21J61K                        ;221021    ;300423    ;39        
9199         ;22I42A                        ;060922    ;060324    ;2760      
9199         ;22I771                        ;020922    ;020324    ;5592      
9199         ;22I772                        ;060922    ;300324    ;132       
9201         ;002421                        ;310821    ;300824    ;38976     
9201         ;002521                        ;310821    ;300824    ;32600     
9201         ;002621                        ;010921    ;300824    ;2000      
9201         ;003122                        ;010822    ;300825    ;13325     
9201         ;003222                        ;010822    ;300825    ;10642     
9201         ;003322                        ;010822    ;300825    ;19128     
9201         ;003422                        ;010822    ;300825    ;19484     
9201         ;003622                        ;010922    ;300925    ;18000     
9201         ;003722                        ;010922    ;300925    ;18000     
9201         ;003822                        ;010922    ;300922    ;18000     
9201         ;003921                        ;221221    ;301224    ;3         
9201         ;003922                        ;010922    ;300925    ;18000     
9201         ;004022                        ;010922    ;300925    ;17500     
9201         ;004122                        ;010922    ;300925    ;9000      
9235         ;7523529                       ;041021    ;301024    ;30        
9241         ;2102031                       ;010221    ;280223    ;43        
9254         ;032506                        ;300322    ;300324    ;4235      
9254         ;032507                        ;300322    ;300324    ;5331      
9286         ;0844/22M                      ;020922    ;300724    ;188       
9286         ;0845/22M                      ;060922    ;300724    ;212       
9286         ;0867/21M                      ;181021    ;300923    ;195       
9288         ;O13204                        ;280921    ;300923    ;474       
9291         ;21PF20120                     ;010521    ;300523    ;528       
9302         ;22I42T                        ;200922    ;300924    ;120       
9302         ;22J169                        ;200922    ;200924    ;72        
9304         ;SSALAA0076                    ;010818    ;300823    ;1         
9309         ;4340                          ;011019    ;301024    ;441       
9314         ;21L11K                        ;251121    ;301123    ;3         
9445         ;30900321                      ;010221    ;280223    ;209       
9445         ;30900520                      ;011220    ;301222    ;207       
9453         ;2201124                       ;040122    ;300124    ;4382      
9453         ;2205101                       ;170222    ;280224    ;5         
9453         ;2208088                       ;250322    ;300324    ;500       
9453         ;2209360                       ;190422    ;300424    ;300       
9453         ;2209364                       ;250422    ;300424    ;6000      
9453         ;2214684                       ;300622    ;300624    ;4000      
9453         ;2214908                       ;010722    ;300724    ;12000     
9453         ;2214909                       ;010722    ;300724    ;12000     
9453         ;2215093                       ;010722    ;300724    ;300       
9453         ;2215812                       ;190722    ;300724    ;2000      
9453         ;2215850                       ;190722    ;300724    ;144       
9453         ;2216071                       ;190722    ;300724    ;900       
9539         ;BG-010/22                     ;130322    ;280224    ;114       
9539         ;BG-019/22                     ;270722    ;300624    ;51        
9539         ;BG-020/22                     ;270722    ;300624    ;149       
9539         ;BG-025/22                     ;180822    ;310724    ;353       
9539         ;BG-026/22                     ;190822    ;310724    ;147       
9569         ;0015820                       ;110822    ;300824    ;35        
9574         ;96320102                      ;131021    ;301023    ;110       
9574         ;96320110                      ;061221    ;301223    ;26        
9574         ;96320113                      ;240522    ;300524    ;240       
9576         ;22050727                      ;200522    ;300524    ;110       
9759         ;1291340                       ;091021    ;301023    ;346       
9759         ;1291513                       ;180222    ;280224    ;3000      
9760         ;12360670                      ;100521    ;300523    ;8         
9760         ;12360714                      ;261221    ;300723    ;144       
9778         ;21E48Q                        ;260521    ;300523    ;2         
9818         ;O22336                        ;020822    ;300824    ;23        
9818         ;O22885                        ;140922    ;300924    ;322       
9862         ;481401001                     ;301021    ;301024    ;811       
9862         ;621601001                     ;010522    ;300525    ;411       
9863         ;613801001                     ;010522    ;300525    ;96        
9864         ;614801001                     ;010522    ;300525    ;110       
9877         ;2116521                       ;141221    ;301223    ;323       
9880         ;21K65P                        ;161121    ;301123    ;338       
9880         ;22A68D                        ;211221    ;301223    ;141       
10012        ;21060507                      ;010621    ;300623    ;18        
10013        ;22080281                      ;010822    ;300824    ;20        
10017        ;22080362                      ;010822    ;300824    ;2016      
10163        ;22I47L                        ;130922    ;130324    ;384       
10206        ;22F47K                        ;130522    ;300524    ;9         
10262        ;PTD1732A                      ;010422    ;300324    ;276       
10262        ;PTD1846A                      ;010522    ;300424    ;362       
10262        ;PTD2330A                      ;010522    ;300424    ;52        
10268        ;PTD2440A                      ;010622    ;300524    ;24        
10268        ;PTD2443A                      ;010622    ;300524    ;154       
10296        ;DFC4126A                      ;011121    ;301023    ;138       
10296        ;DFC4511A                      ;011221    ;301123    ;63        
10297        ;DFC4061A                      ;011121    ;301023    ;127       
10297        ;DFC4359C                      ;011121    ;301023    ;153       
10297        ;DFC4804A                      ;011221    ;301123    ;2         
10297        ;DFD1126A                      ;010322    ;280224    ;28        
10298        ;PTD2844B                      ;010622    ;310524    ;1828      
10309        ;ME10190677                    ;010719    ;300724    ;6         
10366        ;4762                          ;010521    ;300523    ;120       
10381        ;PTD2604A                      ;010622    ;310524    ;1343      
10387        ;2200432                       ;250122    ;300124    ;27        
10393        ;PTD0834A                      ;010322    ;280224    ;210       
10410        ;2113437                       ;011021    ;301023    ;570       
10410        ;2116412                       ;271121    ;301123    ;3173      
10410        ;2116413                       ;271121    ;301123    ;3182      
10410        ;2116414                       ;271121    ;301123    ;3201      
10410        ;2116415                       ;271121    ;301123    ;3172      
10410        ;2116416                       ;271121    ;301123    ;2039      
10410        ;2116417                       ;291121    ;301123    ;3201      
10410        ;2116798                       ;081221    ;301223    ;3188      
10410        ;2116799                       ;081221    ;301223    ;3132      
10419        ;94580056                      ;131121    ;301123    ;72        
10419        ;94580057                      ;241121    ;301123    ;21        
10419        ;94580058                      ;200122    ;300124    ;88        
10419        ;94580060                      ;240322    ;300324    ;324       
10419        ;94580061                      ;250322    ;300324    ;108       
10419        ;94580062                      ;240322    ;300324    ;216       
10419        ;94580063                      ;250322    ;300324    ;17        
10419        ;94580064                      ;040522    ;300524    ;180       
10419        ;94580065                      ;040522    ;300524    ;216       
10419        ;94580066                      ;280622    ;280624    ;36        
10422        ;2216021                       ;290722    ;300724    ;484       
10423        ;DFC0963A                      ;010321    ;280224    ;940       
10483        ;PTD1238A                      ;010322    ;280224    ;1         
10483        ;PTD1727A                      ;010422    ;300324    ;13        
10497        ;PTD1157A                      ;010322    ;280225    ;13        
10497        ;PTD1158A                      ;010322    ;280225    ;493       
10514        ;22040625                      ;120422    ;300424    ;4084      
10518        ;210188                        ;010321    ;300323    ;25        
10518        ;210189                        ;010321    ;300323    ;26        
10518        ;210190                        ;010321    ;300323    ;24        
10518        ;210191                        ;010321    ;300323    ;26        
10518        ;210192                        ;010321    ;300323    ;26        
10551        ;22060402                      ;010622    ;300624    ;177       
10554        ;285/21                        ;160821    ;300723    ;7         
10570        ;DFD1536A                      ;010422    ;300325    ;181       
10570        ;DFD1537A                      ;010422    ;300325    ;36        
10570        ;DFD1661A                      ;010422    ;300325    ;12        
10612        ;210897                        ;011021    ;301023    ;12        
10612        ;210898                        ;011021    ;301023    ;39        
10612        ;210899                        ;011021    ;301023    ;39        
10671        ;PTD0313A                      ;010122    ;301223    ;543       
10680        ;22080427                      ;010822    ;300825    ;118       
10681        ;DFC4603A                      ;011221    ;301123    ;5         
10681        ;DFC4959A                      ;011221    ;301123    ;12        
10682        ;O13838                        ;031221    ;301223    ;1007      
10682        ;O13839                        ;031221    ;301223    ;7808      
10710        ;2117671                       ;180122    ;300124    ;4051      
10710        ;2117672                       ;180122    ;300124    ;5940      
10710        ;2203568                       ;140322    ;300324    ;4560      
10710        ;2203570                       ;150322    ;300324    ;224       
10815        ;DFD2142A                      ;010522    ;300424    ;20        
10866        ;22E970                        ;180422    ;300424    ;761       
10950        ;BR145364                      ;190522    ;300424    ;2009      
10950        ;BR145488                      ;100622    ;300524    ;2600      
10958        ;1419210                       ;310122    ;300124    ;228       
10958        ;1419213                       ;200122    ;300124    ;272       
11008        ;BR146360                      ;130622    ;300524    ;4002      
11024        ;9067297                       ;030422    ;300424    ;17        
11024        ;9067305                       ;220622    ;220624    ;48        
11025        ;DFC4636A                      ;011221    ;301124    ;8         
11025        ;DFD1087B                      ;010322    ;280225    ;8         
11025        ;DFD1518B                      ;010422    ;300325    ;3         
11034        ;PTC4344A                      ;010921    ;300823    ;2         
11161        ;PTD3386A                      ;010722    ;300624    ;608       
11166        ;20721                         ;010521    ;300523    ;9         
11201        ;21J0046                       ;041021    ;301023    ;154       
11201        ;22A0028                       ;100122    ;300124    ;44        
11220        ;00020436                      ;010620    ;300623    ;5         
11220        ;00033399                      ;070322    ;300325    ;1         
11243        ;2112257                       ;010621    ;300623    ;30        
11244        ;2102983                       ;010221    ;280224    ;2110      
11345        ;A1A2309C                      ;220222    ;300124    ;120       
11368        ;PTD2601A                      ;010622    ;300524    ;3023      
11368        ;PTD2840A                      ;010622    ;300524    ;3600      
11368        ;PTD2843A                      ;010622    ;300524    ;3037      
11370        ;00030295                      ;010821    ;300823    ;73        
11381        ;PTD0534A                      ;010222    ;300124    ;67        
11400        ;068628                        ;290322    ;300424    ;23700     
11400        ;069560                        ;260422    ;300424    ;8530      
11430        ;PTD2280A                      ;010422    ;300324    ;58        
11430        ;PTD2281A                      ;010422    ;300324    ;108       
11451        ;21K95P                        ;251121    ;301123    ;12        
11471        ;20100103                      ;011020    ;301023    ;70        
11495        ;20040101                      ;010420    ;300423    ;189       
11532        ;DNC1201A                      ;010721    ;300623    ;20        
11544        ;151020                        ;011020    ;301025    ;49        
11560        ;300521                        ;010521    ;300526    ;16040     
11562        ;41300046                      ;160821    ;300824    ;338       
11562        ;41300047                      ;160821    ;300824    ;701       
11562        ;41300048                      ;160821    ;300824    ;560       
11562        ;41300049                      ;160821    ;300824    ;560       
11562        ;41300050                      ;160821    ;300824    ;320       
11572        ;BH-004/22                     ;300822    ;300724    ;531       
11574        ;PTD0312A                      ;010122    ;301223    ;120       
11606        ;22050733                      ;050522    ;300524    ;66        
11618        ;22E54Y                        ;170522    ;300524    ;167       
11699        ;DFD1195A                      ;010322    ;280224    ;40        
11699        ;DFD1664A                      ;010422    ;300324    ;223       
11699        ;DFD1778A                      ;010422    ;300324    ;8         
11701        ;DFD2139A                      ;010522    ;300425    ;17        
11750        ;005821                        ;201021    ;300823    ;226       
11752        ;MHC1621A                      ;011221    ;301123    ;4         
11752        ;MHD0185A                      ;010322    ;280224    ;4         
11752        ;MHD0336A                      ;010322    ;280224    ;4         
11833        ;AB-153/21                     ;220721    ;300623    ;10        
11835        ;2117394                       ;090821    ;300823    ;2600      
11835        ;2201935                       ;180122    ;300124    ;10128     
11835        ;2201962                       ;091221    ;301223    ;18200     
11835        ;2202038                       ;180122    ;300124    ;49567     
11835        ;2202042                       ;180122    ;300124    ;50108     
11835        ;2202287                       ;240122    ;300124    ;49600     
11835        ;2203701                       ;070222    ;280224    ;4200      
11835        ;2203846                       ;080222    ;280224    ;18000     
11835        ;2203870                       ;080222    ;280224    ;30200     
11898        ;11151A21G20                   ;301021    ;300623    ;1         
11899        ;1114019E1                     ;300921    ;300823    ;91        
11914        ;2200371                       ;140122    ;300124    ;2615      
11914        ;2200373                       ;140122    ;300124    ;3037      
11931        ;DFD0127A                      ;010122    ;301224    ;843       
11970        ;NN120                         ;010521    ;300423    ;3         
11983        ;1631SPZB70                    ;010520    ;300425    ;1         
11999        ;21120571                      ;031121    ;031123    ;296       
12003        ;14220227                      ;090722    ;300624    ;8890      
12003        ;14220229                      ;110722    ;300624    ;1894      
12003        ;14220231                      ;120722    ;300624    ;800       
12022        ;PTC2400A                      ;010521    ;300423    ;5         
12048        ;21070723                      ;210721    ;300723    ;1         
12063        ;FC134/22-B                    ;010622    ;300624    ;38        
12065        ;2838B20                       ;010321    ;300326    ;30        
12065        ;2950A20                       ;010621    ;300526    ;6720      
12068        ;68470282                      ;210322    ;300325    ;32        
12074        ;2117639                       ;281221    ;301223    ;260       
12082        ;PTD1925A                      ;020522    ;300424    ;6         
12096        ;DFD2830A                      ;010622    ;300525    ;24        
12097        ;009505                        ;260422    ;300325    ;8         
12097        ;009625                        ;060922    ;300825    ;394       
12097        ;009629                        ;120922    ;300825    ;608       
12098        ;009341                        ;280421    ;300323    ;7         
12098        ;009508                        ;211221    ;301123    ;164       
12136        ;200321                        ;190321    ;300326    ;62        
12143        ;22E7A1                        ;180522    ;300524    ;40        
12143        ;22I69J                        ;200922    ;200924    ;1000      
12146        ;DE22E015                      ;130522    ;300524    ;83        
12146        ;DE22E016                      ;230522    ;300524    ;273       
12157        ;0722.023                      ;190922    ;310724    ;2052      
12161        ;17142                         ;050721    ;300625    ;1710      
12162        ;17228                         ;220721    ;300725    ;220       
12184        ;22050120                      ;010522    ;300524    ;520       
12184        ;22050132                      ;010522    ;300524    ;279       
